Facilityid,Sitenumber,Facilityname,Facilityaddress1,Facilityaddress2,Facilitycity,Facilityzip,Facilitycounty,Casemanager,Section,Casedescription,Cause,Discoverydate,Currentstatus,Productreleased,Company,Ownercontact,Caccontact,Contacttitle,Caccompany,Howdiscovered
191672,2,Tennessee State University Operational Building - Heiman,3500 John Merritt Blvd.,,Nashville,37209,Davidson,Drew Storm,FO,Regular-grade product line - Suspected Release - Line Evaluation,Mechanical Failure,OCT-22-2020,0a Suspected Release - Closed,,,,,,,6 Tightness Test
191680,1,PASQUO TEMA EOC,GRIFFITH RD,,Pasquo,37176,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,HEADQUARTERS TN ARMY, ,,,,
191681,1,TN EMERGENCY MANAGEMENT AGENCY,3041 SIDCO DR,,Nashville,37204,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,HEADQUARTERS TN ARMY, ,,,,
191706,1,ASR3,METRO AIRPORT,,Nashville,37217,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,FEDERAL AVIATION ADMINISTRATION, ,,,,
191727,1,MIDDLE TENNESSEE VETERAN'S CEMETARY,7931 McCORY LN,,Nashville,37221,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,,,,,,
191728,1,SURPLUS PROPERTY WAREHOUSE,6630 CENTENNIAL BLVD,,Nashville,37243,Davidson,John Wright,FO,,,MAY-19-1996,8 Case Closed,,,,,,,1 At Closure
191732,1,FORMER TNYOUTH DEV CTR,3000 MORGAN RD,,Joelton,37080,Davidson,John Wright,FO,,7 Unknown,SEP-21-1995,8 Case Closed,,State of Tennessee, , ,,SPATCO Environmental,1 At Closure
191741,1,CENTRAL SERVICES BLDG,FIFTH AVE N,,Nashville,37243,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,,,,,,
191758,1,ARMY CORPS OF ENGINEERS,NASHVILLE REPAIR STA,,Old Hickory,37138,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,,,,,,
191767,1,TN TECHNOLOGY CTR,100 WHITE BRIDGE RD,,Nashville,37217,Davidson,John Wright,FO,,7 Unknown,APR-08-1999,8 Case Closed,,,,,,,1 At Closure
199312,1,,,,,,,,,,,,,,,,,,,
200052,1,TN DOT,69 NORTH MAIN,,Parsons,38363,Decatur,LEC,FO,,,,1a Completed Tank Closure,,"TENN DOT., ATTN: ALAN PINSON", ,,,,
200053,1,TENN DOT,HWY 69 N,,Parsons,38363,Decatur,Robert Strong,FO,,7 Unknown,JUN-16-1999,8 Case Closed,,"TENN DOT., ATTN: ALAN PINSON", , ,,"ATC Associates, Inc.",1 At Closure
210015,1,DET. 1 TRP I 3/278TH ACR,P O BOX 520,,Smithville,37166-0520,Dekalb,Rocky Hannah,FO,,7 Unknown,SEP-26-1996,1a Completed Tank Closure,,HEADQUARTERS TN ARMY, ,,,,1 At Closure
210080,1,EDGAR EVINS STATE PARK,ROUTE 1,,Silver Point,38582,Dekalb,Rocky Hannah,FO,,,,1a Completed Tank Closure,,TN. DEPT. OF CONSERVATION, ,,,,
210093,1,TENN DOT,KING RIDGE RD.,,Dowelltown,37059,Dekalb,Rocky Hannah,FO,,,,1a Completed Tank Closure,,"TENN DOT., ATTN: ALAN PINSON", , ,,Environmental Systems Corporation (ESC),
220014,1,CSC 3/109 ARMOR - ARMY NATIONAL GUARD,WEAVER DR,,Dickson,37055,Dickson,Drew Storm,FO,,,,1a Completed Tank Closure,,HEADQUARTERS TN ARMY, ,,,,
220114,1,TDOT,YELLOW CRK RD,,Dickson,37055,Dickson,Drew Storm,FO,Waiting on the soil to be remediated in Case # 2,7 Unknown,JAN-23-2001,8 Case Closed,,"TDOT, ATTN: ALAN PINSON", ,,,,8 Other
220114,2,TDOT,YELLOW CRK RD,,Dickson,37055,Dickson,Drew Storm,FO,,7 Unknown,FEB-22-2000,8 Case Closed,,Steve Westerman, ,,,,1 At Closure
220143,1,MONTGOMERY BELL STATE PARK,HWY 70,,Burns,37029,Dickson,Drew Storm,FO,,,,1a Completed Tank Closure,,TN DEC, ,,,,
220170,1,TENN DEPT OF SAFETY - SLAYDEN,FIRE TOWER 6-14 8MILE SW,,Slayden,37165,Dickson,Drew Storm,FO,,,,8 Case Closed,,TENN DEPT OF SAFETY, ,,,,
229014,11,,,,,,,,,,,,,,,,,,,
230106,1,MILITARY DEPT CSC 4/109AR,HWY 77,,Newbern,38059-0247,Dyer,Curtis Hopper,TECH,,7 Unknown,JUN-03-1993,8 Case Closed,,HEADQUARTERS TN ARMY, , ,,"ATEC Associates, Inc.",6 Tightness Testing
230106,2,MILITARY DEPT CSC 4/109AR,HWY 77,,Newbern,38059,Dyer,Robert Strong,FO,tank closure,7 Unknown,MAR-05-1998,8 Case Closed,,HEADQUARTERS TN ARMY/NAT GUARD, ,,,,1 At Closure
230131,1,TENN DOT,SR 211,,Newbern,38059,Dyer,Robert Strong,FO,,7 Unknown,NOV-03-1998,8 Case Closed,,Capital Projects Management, , ,,"ATC Associates, Inc.",1 At Closure
240105,1,TENN DOT,P O BOX 98,,Somerville,38068,Fayette,Ghattis El Murr,FO,,7 Unknown,APR-12-1994,8 Case Closed,,"TENN DOT., ATTN: ALAN PINSON", ,,,,1 At Closure
240105,2,TENN DOT,P O BOX 98,,Somerville,38068,Fayette,Ghattis El Murr,FO,,7 Unknown,MAY-26-1999,1a Completed Tank Closure,,"TENN DOT., ATTN: ALAN PINSON", ,,,,1 At Closure
250032,1,TENN DOT,FARMER RD,,Jamestown,38556,Fentress,Ed Fowler,FO,,4 Corrosion,APR-21-1993,8 Case Closed,,"TENN DOT., ATTN: ALA", , ,,"Aquaterra, Inc.",6 Tightness Testing
250063,1,JAMESTOWN ARMORY,P O BOX 925,,Jamestown,38556,Fentress,Ed Fowler,FO,,,,8 Case Closed,,HEADQUARTERS TN ARMY/NAT GUARD, , ,,,
260036,1,TENNESSEE DOT,Log Mile 11.32 On State Rt. 130,,Winchester,37398,Franklin,Lee Mathis,FO,tank closure,,,1a Completed Tank Closure,,TDOT/ ATTN: BARBARA CARNAHAN, ,,,,
260131,1,UNIVERSITY OF TN SPACE INSTITUTE,B H GOETHERT PARKWAY,,Tullahoma,37388,Franklin,Newt Gibbs,FO,,7 Unknown,MAR-22-1993,8 Case Closed,,UNIVERSITY OF TN SPA, , ,,"Barge, Waggoner, Sumner & Cannon",6 Tightness Testing
260140,1,TIMS FORD STATE PARK,Mansford Road Rt. 4,,Winchester,37398,Franklin,Dale Robinson,FO,tank closure,,,1a Completed Tank Closure,,TN. DEPT. OF CONSERVATION, ,,,,
260162,1,WINCHESTER TEMA EOC,FAYETTEVILLE HWY US 64,,Winchester,37398,Franklin,Newt Gibbs,FO,,7 Unknown,JAN-17-1990,8 Case Closed,,HEADQUARTERS TN ARMY, , ,,"TVG Environmental, Inc.",3 On-site Impact
270075,1,HUMBOLDT ARMORY,P O BOX 464,,Humboldt,38343,Gibson,Robert Strong,FO,,7 Unknown,MAY-15-1998,8 Case Closed,,Capital Projects Management, , ,,"ATC Associates, Inc.",1 At Closure
270104,1,Milan Army Ammunition Plant,2280 Highway 104 W Ste 1,,Milan,38358-3157,Gibson,Susan Watts,FO,,,,1a Completed Tank Closure,,,,Shawn Stewart-Pool,,"SCS Environmental Group, LLC",
270159,1,TENN DOT-GIBSON COUNTY,KELLWOOD DR,,Trenton,38382,Gibson,Robert Strong,FO,,4 Corrosion,MAY-25-1993,8 Case Closed,,TN. DEPT. OF FINANCE AND ADMINISTRATION, , ,,"PEER Consultants, P.C.",6 Tightness Testing
270159,2,TENN DOT-GIBSON COUNTY,MAUNFACTURER'S ROW,,Trenton,38382,Gibson,Robert Strong,FO,,7 Unknown,JUN-03-1999,8 Case Closed,,"TENN DOT., ATTN: ALAN PINSON", ,,,,1 At Closure
280162,1,DOT GILES COUNTY,2375 Industrial Complex,,Pulaski,38478,Giles,Steve McMahan,FO,Permanent closure of the two (2) USTs,,,8 Case Closed,,TDOT/ ATTN: BARBARA CARNAHAN, ,,,,
280179,1,FORMER JOHNSON'S GROCERY,19213 HWY 64 WEST,,Pulaski,38478,Giles,Dale Robinson,FO,TANK CLOSURE,,,8 Case Closed,,,,,,,
290067,1,TENN DOT,ROUTE 2,,Thorn Hill,37881,Grainger,Jane Roach,FO,,,,1a Completed Tank Closure,,"TENN DOT., ATTN: ALAN PINSON", ,,,,
290103,1,BUFFALO SPRINGS GAME FARM,RT 1 BOX 191 A,,Rutledge,37861,Grainger,Jane Roach,FO,,7 Unknown,OCT-16-1998,8 Case Closed,,TENN WILDLIFE RESOUR, ,,,,1 At Closure
300068,1,GREENE VALLEY DEVELOPMENTAL CTR,PO BOX 910,,Greeneville,37743,Greene,Mitzie Berry,FO,16-285 G; 1-10K G,7 Unknown,APR-24-1995,8 Case Closed,,STATE OF TENN - MH &, , ,,"Theta Engineering, Inc.",6 Tightness Testing
300068,2,GREENE VALLEY DEVELOPMENTAL CTR,PO BOX 910,,Greeneville,37743,Greene,Mitzie Berry,FO,10-250 D; 6-560 D; 1-6K G,7 Unknown,APR-08-1999,1a Completed Tank Closure,,STATE OF TENN - MH & MR, ,,,,1 At Closure
300068,3,GVDC- Briarwood Cottage,,,Greeneville,37743,Greene,Mitzie Berry,FO,1-.560K D,7 Unknown,OCT-05-2000,8 Case Closed,,STATE OF TENN - MH & MR, , ,,"Theta Engineering, Inc.",1 At Closure
300068,4,GVDC-Dogwood Cottage,,,Greeneville,37743,Greene,Mitzie Berry,FO,1-.560K D,7 Unknown,OCT-05-2000,8 Case Closed,,STATE OF TENN - MH & MR, , ,,"Theta Engineering, Inc.",1 At Closure
300068,5,GVDC-Laurel Cottage,,,Greeneville,37743,Greene,Mitzie Berry,FO,1-.560K D,7 Unknown,MAR-10-1999,8 Case Closed,,STATE OF TENN - MH & MR, ,,,,1 At Closure
300068,6,GVDC-Kirkwood Cottage,,,Greeneville,37743,Greene,Mitzie Berry,FO,1-.560K D,7 Unknown,APR-08-1999,8 Case Closed,,STATE OF TENN - MH & MR, ,,,,1 At Closure
300068,7,GVDC-Hawthorne Cottage,,,Greeneville,37743,Greene,Mitzie Berry,FO,1-.560K D,7 Unknown,MAR-12-1999,8 Case Closed,,STATE OF TENN - MH & MR, ,,,,1 At Closure
300192,1,TENN DOT,RT 14,,Greeneville,37743,Greene,Mitzie Berry,FO,"1-6K G, 1-6D/G, 1-1K D, 1-1K R",7 Unknown,DEC-02-1993,8 Case Closed,,"TENN DOT., ATTN: ALA", , ,,"Theta Engineering, Inc.",5 Site Check
300197,1,TROOP G 2/278TH ARMD CAV REGT,PO BOX 1057,,Greeneville,37743,Greene,Mitzie Berry,FO,"1-6K G,1-6K D",,JUN-18-1998,8 Case Closed,,HEADQUARTERS TN ARMY/NAT GUARD, , ,,"Theta Engineering, Inc.",
300302,1,ANDREW JOHNSON NAT'L HISTORIC SITE,P O Box 1088,,Greeneville,37744,Greene,Stan Boyd,FO,1-.5K G,,,1a Completed Tank Closure,,NATIONAL PARK SERVICE, ,,,,
310054,1,TENN DOT MAINT. SHOP,"MT. EAGLE 134, STATE ROUTE 56",,Coalmont,37313,Grundy,Randy Slater,FO,Case from a Tank Closure.,7 Unknown,NOV-23-1999,8 Case Closed,,"Dept. F & A, Capitol Projects & Real Prop. Mgt.", , ,,Quantum Environmental & Engineering Services (QE2),1 At Closure
310055,1,TN DIV FORESTRY,OFF HWY 108,,Altamont,37301,Grundy,Randy Slater,FO,Case Closure.,,,1a Completed Tank Closure,,DEPT OF AGRICULTURE - FORESTRY, ,,,,
320198,1,TENN DOT,GARAGE  BUFFALO TRAIL,,Morristown,37814,Hamblen,Rick Huchison,FO,,7 Unknown,OCT-16-1992,8 Case Closed,,TENN DOT,Barry Brown,Joe Brock,Mr.,Quantum Environmental and Engineering Services LLC,6 Tightness Testing
320210,1,TENN ARMY NATIONAL GUARD 2/278TH,P O BOX 477,,Morristown,37814,Hamblen,Jane Roach,FO,,,,1a Completed Tank Closure,,HEADQUARTERS TN ARMY, ,,,,
320352,1,PANTHER CREEK STATE PARK,2010 PANTHER CREEK PARK RD,,Morristown,37814,Hamblen,Jane Roach,FO,,,,1a Completed Tank Closure,,TN. DEPT. OF CONSERVATION, ,,,,
320353,1,Former Transmissions R' US/ TDOT,5760 East Andrew Johnson Highway,,Russellville,37860,Hamblen,Rick Huchison,FO,UST systems closure,,,1 Tank Closure,,TDOT,John Nichols,,,,
320393,9,,,,,,,,,,,,,,,,,,,
330088,1,CHATTANOOGA ALS,5905 PINEHURST AVE,,Chattanooga,37421,Hamilton,Randy Slater,FO,Tank Closure.,,,1a Completed Tank Closure,,DOT/FAA/SFO, ,,,,
330091,1,CHATTANOOGA ASR  (DOT/FAA),5905 PINEHURST AVE,,Chattanooga,37416,Hamilton,David Bukley,FO,Tank Closure.,,,1a Completed Tank Closure,,DOT/FAA/SFO, ,,,,
330092,1,CHATTANOOGA ATCT (DOT/FAA),5921 PINEHURST AVE,,Chattanooga,37421,Hamilton,Randy Slater,FO,Tank Closure.,7 Unknown,JAN-16-1997,8 Case Closed,,DOT/FAA AIRWAY FACILITIES SECTOR, ,,,,1 At Closure
330094,1,OMS #05,1801 HOLTZCLAW AVE,,Chattanooga,37404,Hamilton,Mike Kelley,FO,,,,8 Case Closed,,HEADQUARTERS TN ARMY/NAT GUARD, ,,,,1 At Closure
330104,1,CHATTANOOGA POWER CONTROL CNT,HWY 153 & AMNICOLA,,Chattanooga,37402,Hamilton,Karen Ridolfo,FO,,7 Unknown,DEC-18-1991,8 Case Closed,,TVA POWER SYSTEM CONTROL CENTER, , ,,Marion Environmental Incorporated,1 At Closure
330104,2,Chattanooga Power Control Center,4601 Amnicola Highway,,Chattanooga,37402,Hamilton,Donene Payne,FO,,,,1a Completed Tank Closure,,,,,,,
330105,1,CHATTANOOGA POWER SERV CTR,ACCESS RD & HWY 153,,Chattanooga,37401,Hamilton,Randy Slater,FO,Tank Closure.,7 Unknown,DEC-05-1989,1a Completed Tank Closure,,TENNESSEE VALLEY AUTHORITY, ,,,,1 At Closure
330107,1,CHATTANOOGA RCAG (DOT/FAA),KELL RD,,Signal Mountain,37377,Hamilton,Randy Slater,FO,Tank Closure.,,,1a Completed Tank Closure,,DOT/FAA/SFO, ,,,,
330108,1,CHATTANOOGA RTR (DOT/FAA),5905 PINEHURST AVE LOVELL FIEL,,Chattanooga,37421,Hamilton,Randy Slater,FO,Tank Closure.,,,1a Completed Tank Closure,,DOT/FAA/SFO, ,,,,
330132,1,CHICKAMAUGA HYDRO PLANT,US 153(CHICKAMAUGA DAM SO SD),,Chattanooga,37401,Hamilton,Randy Slater,FO,Tank Closure.,,,1a Completed Tank Closure,,TENNESSEE VALLEY AUTHORITY, ,,,,
330197,1,DIST 3 CHATTANOOGA OFFICE,5530 HWY 153,,Hixson,37343,Hamilton,Randy Slater,FO,Tank Closure.,,,1a Completed Tank Closure,,DEPT OF AGRICULTURE - FORESTRY, ,,,,
330534,1,NAVAL & MARINE CORPS RESERVE CTR,12 MEADOW LANE (HWY 153 @ NORTHGATE ?),,Chattanooga,37405,Hamilton,Karen Ridolfo,FO,,,,1a Completed Tank Closure,,NAVAL & MARINE CORPS RESERVE CTR, ,,,,
330628,1,SEQUOYAH NUCLEAR PLANT,SEQUOYAH ACCESS RD,,Soddy Daisy,37379,Hamilton,,FO,Tank Closure,,,1a Completed Tank Closure,,TENNESSEE VALLEY AUTHORITY, ,,,,
330628,2,SEQUOYAH NUCLEAR PLANT,SEQUOYAH ACCESS RD,,Soddy Daisy,37379,Hamilton,Alison Dunagan,FO,Tank Closure,,,1a Completed Tank Closure,,TENNESSEE VALLEY AUTHORITY, ,,,,
330628,3,SEQUOYAH NUCLEAR PLANT,Sequoyah Access Road,,Soddy Daisy,37379,Hamilton,Randy Slater,FO,Line leak.,5 Pipe Failure,JUN-26-2009,8 Case Closed,,,,,,,
330695,1,TENN DOT,4005 CROMWELL RD,,Chattanooga,37421,Hamilton,Mike Kelley,FO,Tank closure.,,,1a Completed Tank Closure,,"TENN DOT., ATTN: ALAN PINSON", ,,,,
330696,1,TN DEPT OF CORR REHAB SVS,815 N HICKORY ST,,Chattanooga,37404,Hamilton,Randy Slater,FO,Tank Closure,,,1a Completed Tank Closure,,CORRECTIONS - FISCAL SERVICES, ,,,,
330697,1,HARRISON BAY STATE PARK,8411 HARRISON BAY RD,,Harrison,37341,Hamilton,,FO,,7 Unknown,DEC-30-1998,1a Completed Tank Closure,,TN. DEPT. OF CONSERVATION, ,,,,1 At Closure
330698,1,STATE OF TN MOCCASIN BEND HOSP,Rt.5 Moccasin Bend Road,,Chattanooga,37405,Hamilton,,FO,,,,1a Completed Tank Closure,,STATE OF TENN - MENTAL HEALTH, ,,,,
330716,1,TVA GARAGE,412 E 10TH ST,,Chattanooga,37402,Hamilton,,FO,,7 Unknown,SEP-14-1993,8 Case Closed,,TENNESSEE VALLEY AUT, ,,,,1 At Closure
330725,1,TENNESSEE DIV OF FRESTRY,MONTLAKE RD,,Soddy Daisy,37379,Hamilton,Nicole Lizotte,FO,Tank Removal.,,,1a Completed Tank Closure,,MR. THOMAS HUDLOW, ,,,,
330763,1,UNITED STATES POSTAL SERVICE,6050 SHALLOWFORD RD,,Chattanooga,37401,Hamilton,Bruce Rohrbaugh,FO,Tank Closure,,,1a Completed Tank Closure,,U S POSTAL SERVICE, ,,,,
330765,1,UNV OF TENN AT CHATT,833 FORTWOOD ST,,Chattanooga,37403,Hamilton,,FO,Tank removal.,,,1a Completed Tank Closure,,UNV OF TENN AT CHATT, ,,,,
330769,1,VA CHATT NATIONAL CEMETERY,1200 BAILEY AVE,,Chattanooga,37404,Hamilton,Randy Slater,FO,Tank removal.,5 Pipe Failure,NOV-02-1994,1a Completed Tank Closure,,VA CHATTANOOGA NATIONAL CEMETERY, ,,,,1 At Closure
330774,1,VEHICLE MAINT FACILITY USPS,1112 RIVERFRONT PKWY,,Chattanooga,37402,Hamilton,Janice Horn,FO,Tank Closure.,7 Unknown,FEB-24-1993,8 Case Closed,,U S POSTAL SERVICE, , ,,"Estes Equipment Company, Inc.",1 At Closure
330774,2,VEHICLE MAINT FACILITY USPS,1112 RIVERFRONT PKWY,,Chattanooga,37402,Hamilton,Alison Dunagan,FO,Hydraulic Lifts Release.,7 Unknown,MAR-20-1996,8 Case Closed,,U S POSTAL SERVICE, , ,,"Planning, Design & Research Engineers",7 Environmental Audit
330774,3,Vehicle Maintenance Facility USPS,1112 Riverfront Pkwy.,,Chattanooga,37402,Hamilton,Donene Payne,FO,"Removal of tank 1, 1000gallon gasoline",,,1a Completed Tank Closure,,,,,,,
330776,1,VOLUNTEER ARMY AMMUNITION PLANT,POST OFFICE BOX,,Chattanooga,37422,Hamilton,David Bukley,FO,Tank Closures.,7 Unknown,AUG-31-1990,1a Completed Tank Closure,,VOLUNTEER ARMY AMMUNITION PLANT, ,,,,1 At Closure
330951,1,Chattanooga State Community College (prev. Olan Mi,4325 Amnicola Hwy,,Chattanooga,37406,Hamilton,Donene Payne,FO,,,,1a Completed Tank Closure,,Chattanooga State Community College,Bob Jackson,,,,
331003,1,BOOKER T WASHINGTON STATE PARK,5801 CHAMPION RD,,Chattanooga,37416,Hamilton,Bruce Rohrbaugh,FO,Tank Closuer,7 Unknown,JUL-21-1993,1a Completed Tank Closure,,TN. DEPT. OF CONSERVATION, ,,,,1 At Closure
331003,2,Booker T Washington State Park,5801 Champion Road,,Chattanooga,37416,Hamilton,,FO,,,,1a Completed Tank Closure,,,,,,,
331035,1,TENNESSEE AIR NATIONAL GUARD,"5800 HANCOCK RD., LOVELL FIELD",,Chattanooga,37422,Hamilton,Bruce Rohrbaugh,FO,Tank Closure,,,1a Completed Tank Closure,,TENNESSEE AIR NATIONAL GUARD, ,,,,
331035,2,TENNESSEE AIR NATIONAL GUARD,5800 Hancock Road Lovell Field,,Chattanooga,37422,Hamilton,Donene Payne,FO,Hydraulic Lift Release,7 Unknown,MAR-30-2010,8 Case Closed,,,,,,,7 Environmental Audit
331066,1,CHATTANOOGA STATE TECH COMM,4501 AMNICOLA HWY,,Chattanooga,37406,Hamilton,Mike Kelley,FO,,,,1a Completed Tank Closure,,CHATTANOOGA STATE TECH COMM COLL, ,,,,
331074,1,AETNA MOUNTAIN,2.2 Miles West of Tiftonia,,Chattanooga,37419,Hamilton,Bruce Rohrbaugh,FO,Tank and line removal,4 Corrosion,APR-01-2005,1a Completed Tank Closure,,TENN DEPT OF SAFETY, , ,,Quantum Environmental & Engineering Serv,1 At Closure
331074,2,AETNA MOUNTAIN,2.2 Miles West of Tiftonia,,Chattanooga,37419,Hamilton,Bruce Rohrbaugh,FO,Leak discovered during tank closure,4 Corrosion,APR-01-2005,8 Case Closed,,TENN DEPT OF SAFETY,Mike Boshers,John Crawford,Mr.,Quantum Environmental & Engineering Serv,1 At Closure
331075,1,CHATTANOOGA POST (TN HIGHWAY PATROL),U S HWY 41 & CUMMINS RD.,,Chattanooga,37419,Hamilton,Bruce Rohrbaugh,FO,,5 Pipe Failure,AUG-10-1994,8 Case Closed,,TENN DEPT OF SAFETY, , ,,AQUATERRA Inc.,8 Other
331075,2,TN HIGHWAY PATROL - CHATTANOOGA POST,U S HWY 41 & CUMMINS RD.,,Chattanooga,37419,Hamilton,David Bukley,FO,Tank Closure,,,1a Completed Tank Closure,,TENN DEPT OF SAFETY, ,,,,
331083,1,TENN HIGHWAY PATROL,4120 CUMMINGS HWY ,,Chattanooga,37419,Hamilton,Bruce Rohrbaugh,FO,Tank closure.,,,1a Completed Tank Closure,,TENN DEPT OF SAFETY, ,,,,
331145,1,GOUGERS AUTO PAINT & SUPPLY,1606 FOUST STREET,,Chattanooga,37405,Hamilton,Karen Ridolfo,FO,Tank Closure.,,,1a Completed Tank Closure,,SMALL BUSINESS ADMINISTRATION, ,,,,
331171,1,U S COAST GUARD (G-ECV) MOORINGS,FOOT OF OLD HARRISON PK (3551 HARRISON PIKE ?),,Chattanooga,37416,Hamilton,Nicole Lizotte,FO,Completed Tank Closure.,,,1a Completed Tank Closure,,U S COAST GUARD (G-ECV), ,,,,
331171,2,U S COAST GUARD (G-ECV) MOORINGS,3551 Old Harrison Pike,,Chattanooga,37416,Hamilton,Nicole Lizotte,FO,Tank Closure referred to DSW,,,8 Case Closed,,U S COAST GUARD Shoreside Support Detachment Chatt, ,,,,
331220,1,TN  Department of Transportation,8201 Apison Pike,,Ooltewah,37363,Hamilton,Nicole Lizotte,FO,Completed Tank Closure,,,1a Completed Tank Closure,,Tn Department of Transportation, ,,,,
331285,1,"TDOT State Route 8, Tract 14(Formerly Burl Sanders",425 Signal Mountain Road,,Chattanooga,37405,Hamilton,Nicole Lizotte,FO,Completed Contaminated Tank Closure,7 Unknown,MAY-20-2003,8 Case Closed,,Mr. Jim Ozment,Jim Ozment,,,,1 At Closure
333052,1,,,,,,Hamilton,,,,,,,,,,,,,
339021,1,Dee Oil Company,Hwy 27,,Soddy Daisy,,Hamilton,Harold Doty,FO,Tank closure,,,1a Completed Tank Closure,,,,,,,
340014,1,TENN DOT,HWY 31,,Sneedville,37869,Hancock,Margaret Greene,FO,"1-6K G, 1-6K D/G, 1-1K D",7 Unknown,AUG-18-1999,8 Case Closed,,"TENN DOT., ATTN: ALAN PINSON", , ,,Quantum Environmental & Engineering Serv,1 At Closure
350019,1,CO TN ARNG,738 W  NAYLOR,,Bolivar,38008,Hardeman,Robert Strong,FO,,7 Unknown,NOV-19-1998,8 Case Closed,,Capital Projects Management, , ,,"ATC Associates, Inc.",1 At Closure
350087,1,TENN DOT,121 JANICE RD,,Bolivar,38008,Hardeman,Robert Strong,FO,,7 Unknown,MAY-27-1999,8 Case Closed,,Ms. Penny Stafford, , ,,"ATC Associates, Inc.",1 At Closure
350149,1,TENNESSEE DEPT OF TRANSPORATION,STATE RT 57,,Saulsbury,38067,Hardeman,Robert Strong,FO,,7 Unknown,MAY-28-1999,8 Case Closed,,Ms. Penny Stafford, , ,,"ATC Associates, Inc.",1 At Closure
360068,1,TENN DOT,RT 69,,Crump,38327,Hardin,LEC,FO,,5 Pipe Failure,APR-15-1994,8 Case Closed,,TN DEPT OF FINANCE AND ADMINISTRATION, , ,,"PEER Consultants, P.C.",6 Tightness Testing
360132,1,PICKWICK LANDING STATE PARK,P O BOX 15,,Pickwick Dam,38365,Hardin,Robert Strong,FO,,7 Unknown,JUN-25-1998,8 Case Closed,,Capital Projects Management, , ,,"ATC Associates, Inc.",1 At Closure
360132,2,PICKWICK LANDING STATE PARK,P O BOX 15,,Pickwick Dam,38365,Hardin,Robert Strong,FO,Tank Tightness Test Failure at Golf Course,7 Unknown,MAR-27-2000,8 Case Closed,,Capital Projects Management, , ,,"ATC Associates, Inc.",6 Tightness Testing
360170,1,Army National Guard,Armory Lane,,Savannah,,Hardin,Robert Strong,FO,,7 Unknown,MAR-08-1999,8 Case Closed,,Capital Projects Management, , ,,"ATC Associates, Inc.",1 At Closure
370050,1,HOLSTON ARMY AMMUNITION PLANT,WEST STONE DRIVE,,Kingsport,37660,Hawkins,Mitzie Berry,FO,2-12K G;  1-7K D; 1-2K W,5 Pipe Failure,JAN-18-1990,8 Case Closed,,HOLSTON ARMY AMMUNIT, , ,,"Law Engineering, Inc.",3 On-site Impact
370050,2,HOLSTON ARMY AMMUNITION PLANT,WEST STONE DRIVE,,Kingsport,37660,Hawkins,Debbie Mann,TECH,"2-.5K R; Bldg. 22, Tanks 8 & 9",7 Unknown,MAY-23-1991,8 Case Closed,,HOLSTON ARMY AMMUNIT, ,,,,1 At Closure
370050,3,HOLSTON ARMY AMMUNITION PLANT,WEST STONE DRIVE,,Kingsport,37660,Hawkins,SMB,FO,"1-.27K D; Tank 10, Bldg. 26",7 Unknown,MAY-16-1994,8 Case Closed,,HOLSTON ARMY AMMUNITION PLANT, ,,,,1 At Closure
370050,4,HOLSTON ARMY AMMUNITION PLANT,West Stone Drive,,Kingsport,37660,Hawkins,Stan Boyd,FO,"1-2.5K W; Tank 24, Bldg. 556",,,1a Completed Tank Closure,,,,,,,
370050,5,HOLSTON ARMY AMMUNITION PLANT,West Stone Drive,,Kingsport,37660,Hawkins,Stan Boyd,FO,"1-.55K D: Tank 16, Bldg. 200",,,1a Completed Tank Closure,,,,,,,
370050,6,HOLSTON ARMY AMMUNITION PLANT,West Stone Drive,,Kingsport,37660,Hawkins,Stan Boyd,FO,"1-.306K D; Tank 19, Bldg 203",,,1a Completed Tank Closure,,,,,,,
370050,7,HOLSTON ARMY AMMUNITION PLANT,West Stone Drive,,Kingsport,37660,Hawkins,KPC,FO,"1-.130K W: Tank 25, Bldg. 302-B",,,1a Completed Tank Closure,,,,,,,
370050,8,HOLSTON ARMY AMMUNITION PLANT,West Stone Drive,,Kingsport,37660,Hawkins,Stan Boyd,FO,"2-1K D: Tank 27,  Bldg. D-1; Tank 28, Bldg. G-1",,,1a Completed Tank Closure,,,,,,,
370050,9,HOLSTON ARMY AMMUNITION PLANT,West Stone Drive,,Kingsport,37660,Hawkins,WDH,FO,1-.25K G?; Bldg. 221: Tank 21,,,1a Completed Tank Closure,,,,,,,
370104,1,OMS #17,HWY 11 W,,Kingsport,37857,Hawkins,KDH,FO,1-6K D (diesel #2),,,1a Completed Tank Closure,,HEADQUARTERS TN ARMY, ,,,,
370104,2,OMS #17,4401 West Stone St.,,Kingsport,37662,Hawkins,Stan Boyd,FO,1-6K D and 1-6K G,,,1a Completed Tank Closure,,,,,,,
370105,1,TENN DOT,FLORA FERRY RD,,Rogersville,37857,Hawkins,Heather McDowell,FO,,7 Unknown,JUL-16-1999,8 Case Closed,,TDOT Office of Environmental Compliance,Barry Brown,Troy Estes,Mr.,"ENSAFE, Inc.",1 At Closure
