Facility ID,Tank IDAssociatedwith Release,LUSTID,Federally Reportable Release,Site Name,Site Address,Site Address2,Site City,Zipcode,County,State,EPARegion,Facility Type,Tribal Site,Tribe,Latitude,Longitude,Coordinate Source,LUSTStatus,Reported Date,NFADate,Media Impacted Soil,Media Impacted Groundwater,Media Impacted Surface Water,Substance Released1,Quantity Released1,Unit1,Substance Released2,Quantity Released2,Unit2,Substance Released3,Quantity Released3,Unit3,Substance Released4,Quantity Released4,Unit4,Substance Released5,Quantity Released5,Unit5,Source Of Release1,Cause Of Release1,Source Of Release2,Cause Of Release2,Source Of Release3,Cause Of Release3,How Release Detected,Corrective Action Strategy1,Corrective Action Strategy1Start Date,Corrective Action Strategy2,Corrective Action Strategy2Start Date,Corrective Action Strategy3,Corrective Action Strategy3Start Date,Closed With Contamination,No Further Action Letter URL,Military Do DSite
8000648,,2001044,Yes,SOUTH CAPITAL SHELL,4700 S CAPITOL ST SE,,Washington DC,20032,,DC,3,Retail fuel sales (non-marina),,,38.82190086,-77.00116135,,Active: general,2001-06-07,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,Other,2000-12-12,,,,,,,No
5000049,,2001045,Yes,SOUTH DAKOTA SHELL,2300 S DAKOTA AV NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.92085522,-76.95954312,,No further action,2001-06-07,2012-01-12,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000082,,2001050,Yes,PRECISION AUTO,818 MICHIGAN AV NE,,Washington DC,20017,,DC,3,Bulk plant storage/petroleum distributor,,,38.93598076,-76.99489435,Geocoded address,No further action,2001-06-14,2023-08-08,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
7000099,,2001051,Yes,FT DUPONT BP,4101 ALABAMA AV SE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.87018008,-76.94438427,,No further action,2001-06-20,2009-06-24,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000512,,2001052,Yes,NAVAL ANACOSTIA - BLDG A095,2701 S CAPITOL ST SE,,Washington DC,20373,,DC,3,Other,,,38.85899,-77.01204,Geocoded address,No further action,2001-06-21,2001-10-04,Yes,Yes,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
7000080,,2001054,Yes,AMOCO OIL CO S/S #234,4251 MINNESOTA AV NE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.90233476,-76.94157343,Geocoded address,No further action,2001-06-29,2007-07-11,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000531,,2001058,Yes,UNION CENTER PLAZA ASSOC. II,830 1ST ST NE,,Washington DC,20001,,DC,3,Commercial,,,38.90107209,-77.00762509,Geocoded address,No further action,2001-07-03,2001-07-18,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6006013,,2001060,Yes,Lerner Enterprises,20 M ST SE,,Washington DC,20011,,DC,3,Commercial,,,38.87678,-77.00793,Geocoded address,No further action,2001-08-06,2011-06-09,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4006001,,2001071,Yes,Chevron USA Products Co.,5854-94 EASTERN AVE NE,,Washington DC,20011,,DC,3,Other,,,38.96035,-76.9961,Geocoded address,Active: general,2001-03-23,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
5000082,,2001072,Yes,PRECISION AUTO,818 MICHIGAN AV NE,,Washington DC,20017,,DC,3,Bulk plant storage/petroleum distributor,,,38.93598076,-76.99489435,Geocoded address,No further action,2001-09-14,2007-02-11,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000291,,2001076,Yes,DCFD ENGINE CO. #20,4300 WISCONSIN AV NW,,Washington DC,20016,,DC,3,Other,,,38.94497358,-77.07842283,Geocoded address,No further action,2001-09-27,2006-11-15,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006014,,2001077,Yes,"Roadside Development, Inc.",1400 O ST,,Washington DC,20018,,DC,3,Commercial,,,38.87292,-77.01518,Geocoded address,No further action,2001-09-07,2001-09-28,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000409,,2001078,Yes,FORMER GREENWOODS TRANSFER.,821 HOWARD RD SE,,Washington DC,20020,,DC,3,Industrial,,,38.86393804,-76.99792367,Geocoded address,No further action,2001-10-09,2001-11-08,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000026,,200135,Yes,US PARK POLICE,960 OHIO DR SW,,Washington DC,20242,,DC,3,Other,,,38.87520205,-77.02725931,,No further action,2001-04-19,2001-04-23,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000447,,2002002,Yes,THE SEED PUBLIC CHARTER SCHOOL,4300 C ST SE,,Washington DC,20019,,DC,3,School,,,38.88712991,-76.94630306,Geocoded address,No further action,2001-10-18,2001-11-20,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000622,,2002004,Yes,DC DEPARTMENT OF PUBLIC WORKS,4902 BATES RD NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.9475122,-77.00131163,Geocoded address,No further action,2001-10-16,2024-03-29,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
2000018,,2002005,Yes,G STREET VENTURE AKRIDGE CO.,"1310 G ST NW 
(1300 AND 1320 G ST INCLUDED)",,Washington DC,20005,,DC,3,Commercial,,,38.89811061,-77.0306228,Geocoded address,No further action,2001-10-01,2001-10-30,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000606,,2002007,Yes,1437 IRVING STREET,1437 IRVING ST NW,,Washington DC,20010,,DC,3,Residential,,,38.92908499,-77.03413045,Geocoded address,No further action,2001-10-31,2003-04-28,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4002204,,2002011,Yes,BASILICA OF THE NATIONAL SHRINE,400 MICHIGAN AV NE,,Washington DC,20017,,DC,3,Other,,,38.93334243,-77.00063654,Geocoded address,No further action,2001-11-06,2002-07-31,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000210,,2002014,Yes,FIVE SAC SELF-STORAGE,"1501 S CAPITOL ST SW
10 P ST SW",,Washington DC,20003,,DC,3,Commercial,,,38.87147898,-77.00947711,Geocoded address,No further action,2001-11-02,2002-02-15,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000528,,2002015,Yes,MARTIN & BOYD SPRINGWORK,920 RHODE ISLAND AV NE,,Washington DC,20018,,DC,3,Commercial,,,38.92256153,-76.99305218,Geocoded address,No further action,2001-11-07,2003-08-28,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000052,,2002019,Yes,JBAB - USAF BLDG. 365 ,365 CUDAHEY ST SW,,Washington DC,20332,,DC,3,Other,,,,,,No further action,2001-12-07,2020-11-10,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
6006012,,2002020,Yes,WMATA,201 FLORIDA AVE,,Washington DC,20002,,DC,3,Industrial,,,38.90839,-77.00346,Geocoded address,No further action,2000-03-01,2005-05-31,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6006011,,2002031,Yes,"Post Properties, Inc.",1475/99 MASSACHUSETTS AVE NW,,Washington DC,20005,,DC,3,Commercial,,,38.9066,-77.03349,Geocoded address,No further action,2002-03-30,2006-04-14,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000013,,2002032,Yes,CONVENTION CENTER LLC,1317 9TH ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90778,-77.02367,,No further action,2002-03-12,2003-10-31,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000105,,2002035,Yes,1244 SOUTH CAPITOL RESIDENTIAL LLC,1244 S CAPITOL ST SE,,Washington DC,20003,,DC,3,Retail fuel sales (non-marina),,,38.87488466,-77.00868805,Geocoded address,No further action,2002-02-26,2003-11-21,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2005525,,2002036,Yes,STATION PLACE,100 F ST NE,,Washington DC,20002,,DC,3,Commercial,,,38.8975436,-77.0041794,Geocoded address,No further action,2002-03-07,2003-06-11,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000052,,2002040,Yes,CARRY PROPERTIES,2221 14TH ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.91989722,-77.03159318,Geocoded address,No further action,2002-04-05,2020-11-03,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,Other,2013-09-01,,,,,,,No
4000313,,2002042,Yes,"FORMER DISTRICT GLASS CO., INC.",7058 SPRING PL NW,,Washington DC,20012,,DC,3,Commercial,,,38.97615179,-77.01941576,Geocoded address,No further action,2002-03-14,2002-04-17,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000557,,2002043,Yes,140 M STREET,140 M ST SE,,Washington DC,20003,,DC,3,Auto dealership/auto maintenance & repair,,,38.87675227,-77.0038789,Geocoded address,No further action,2002-03-08,2003-01-21,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000016,,2002046,Yes,AMOCO OIL CO S/S #3478,2450 WISCONSIN AV NW,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.922226,-77.0729713,Geocoded address,No further action,2002-05-13,2007-09-04,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000559,,2002047,Yes,FORMER PMI PARKING LOT,1100 13TH ST NW,,Washington DC,20009,,DC,3,Unknown,,,38.90421357,-77.03001416,Geocoded address,No further action,2002-05-13,2002-07-23,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4004731,,2002049,Yes,FOOD & FRIENDS,219 RIGGS RD NE,,Washington DC,20011,,DC,3,Auto dealership/auto maintenance & repair,,,38.95567755,-77.00219968,Geocoded address,No further action,2002-04-05,2003-12-17,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000266,,2002050,Yes,GWU - SMITH CENTER,600 22ND ST NW,,Washington DC,20052,,DC,3,School,,,38.89784125,-77.04935324,Geocoded address,No further action,2002-05-09,2002-07-10,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2005525,,2002052,Yes,STATION PLACE,100 F ST NE,,Washington DC,20002,,DC,3,Commercial,,,38.8975436,-77.0041794,Geocoded address,No further action,2002-05-22,2005-04-11,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2005525,,2002054,Yes,STATION PLACE,100 F ST NE,,Washington DC,20002,,DC,3,Commercial,,,38.8975436,-77.0041794,Geocoded address,No further action,2002-05-24,2007-10-02,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000045,,2002066,Yes,NASH ROADSIDE 3900 WISCONSIN LLC,3900 WISCONSIN AV NW,,Washington DC,20016,,DC,3,Commercial,,,38.93996084,-77.07566284,Geocoded address,No further action,2002-06-18,2020-03-13,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Other,Other,,,,,,Excavation and hauling or treatment,2019-01-02,,,,,,,No
9000145,,2002067,Yes,ALTURAS LLC,1781 FLORIDA AV NW,,Washington DC,20009,,DC,3,Auto dealership/auto maintenance & repair,,,38.91748037,-77.04089361,Geocoded address,No further action,2002-06-28,2003-05-21,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000596,,2002073,Yes,RLRAC - PARCEL 11,2501 14TH ST NW,,Washington DC,20000,,DC,3,Other,,,38.92243,-77.03199,Geocoded address,No further action,2002-07-22,2003-06-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000088,,2002074,Yes,AMOCO OIL CO S/S #84728,3132 RHODE ISLAND AV NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.93535312,-76.96399425,Geocoded address,No further action,2002-07-31,2007-06-15,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000486,,2002078,Yes,310 M STREET NE,310 M ST NE,,Washington DC,20002,,DC,3,Other,,,38.90566,-77.00167,Geocoded address,No further action,2002-08-21,2002-11-15,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000574,,2002080,Yes,AUTO MECHANIC,1445 CHURCH ST NW,,Washington DC,20005,,DC,3,Commercial,,,38.91055478,-77.03348283,Geocoded address,No further action,2002-08-30,2002-11-18,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6004515,,2002095,Yes,MATHEW'S TRANSFER CO,630 14TH ST NE,,Washington DC,20002,,DC,3,Commercial,,,38.89825312,-76.98578228,Geocoded address,No further action,2002-09-10,2002-10-23,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000558,,2003034,Yes,WASHINGTON NAVY YARD,"UBLIC WORKS DEPT WASH
1008 EBERLE PL SE
BLDG 220, SUITE 318",,Washington DC,20376,,DC,3,Other,,,38.87361,-76.99557,Geocoded address,No further action,2002-05-01,2003-03-23,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
2004506,,2003037,Yes,MT VERNON DEVELOPMENT GP,934 3RD ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90218032,-77.01560204,Geocoded address,No further action,2002-10-24,2003-03-03,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000610,,2003042,Yes,WASHINGTON MARINA,"1300 MAINE AV SW
1300 MARINA ST SW",,Washington DC,20024,,DC,3,Commercial,,,38.83075,-77.04209,Geocoded address,No further action,2002-11-04,2010-04-23,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000081,,2003044,Yes,CONNECTICUT AVE AMOCO,5001 CONNECTICUT AV NW,,Washington DC,20008,,DC,3,Retail fuel sales (non-marina),,,38.95512448,-77.06942813,,No further action,2002-12-10,2002-12-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000106,,2003048,Yes,RHODE ISLAND AVENUE BP,306 RHODE ISLAND AV NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.91406271,-77.01606621,Geocoded address,No further action,2002-12-01,2009-12-14,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000110,,2003052,Yes,Potomac Creek Limited,"955 L""ENFANT PLAZA NORTH",,Washington DC,20024,,DC,3,Retail fuel sales (non-marina),,,38.88445,-77.0254,Geocoded address,No further action,2002-11-19,2003-03-31,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000577,,2003053,Yes,GEORGETOWN UNIV - LAW FITNESS CTR,550 FIRST ST NW,,Washington DC,20002,,DC,3,School,,,38.89689909,-77.01248945,Geocoded address,No further action,2002-09-13,2003-06-12,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000592,,2003054,Yes,ELEVATION 314,314 CARROLL AV NW,,Washington DC,20012,,DC,3,Unknown,,,38.97488393,-77.01677753,Geocoded address,No further action,2003-01-03,2003-03-31,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1006008,,2003056,Yes,"Uptown Partners, LLC   C/O Metropolis Development Company, LLC",1390 V ST,,Washington DC,20005,,DC,3,Commercial,,,38.91795,-77.0315,Geocoded address,No further action,2002-09-23,2010-11-29,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000772,,2003058,Yes,ALLSTATE LEASING,929 12TH ST NW,,Washington DC,20005,,DC,3,Commercial,,,38.90164,-77.02804,Geocoded address,No further action,2002-12-19,2004-01-14,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000772,,2003059,Yes,ALLSTATE LEASING,929 12TH ST NW,,Washington DC,20005,,DC,3,Commercial,,,38.90164,-77.02804,Geocoded address,No further action,2002-12-19,2004-01-14,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000772,,2003060,Yes,ALLSTATE LEASING,929 12TH ST NW,,Washington DC,20005,,DC,3,Commercial,,,38.90164,-77.02804,Geocoded address,No further action,2002-12-19,2003-11-04,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5005491,,2003061,Yes,SEARS & ROEBUCK COMPANY,1640 MARYLAND AV NE,,Washington DC,20002,,DC,3,Unknown,,,38.9015,-76.98011,Geocoded address,No further action,2002-12-23,2003-12-10,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2003553,,2003066,Yes,CAPITOL CAB,1033 3RD ST NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90325,-77.00202,Geocoded address,No further action,2003-02-04,2010-06-21,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006016,,2003069,Yes,"JPI Apartment Development, LP",1311 M ST NW,,Washington DC,20007,,DC,3,Commercial,,,38.90517,-77.06307,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006027,,2003070,Yes,"JPI Apartment Development, LP",1313 M ST NW,,Washington DC,20032,,DC,3,Commercial,,,38.87647,-76.98838,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006018,,2003071,Yes,"JPI Apartment Development, LP",1315 M ST NW,,Washington DC,20001,,DC,3,Commercial,,,38.90565,-77.01806,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006010,,2003072,Yes,"JPI Apartment Development, LP",1317 M ST NW,,Washington DC,20002,,DC,3,Commercial,,,38.90563,-76.97972,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006029,,2003073,Yes,JPI Apartment Development LP,1216 13TH ST NW,,Washington DC,20005,,DC,3,Commercial,,,38.90601,-77.02965,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006021,,2003074,Yes,JPI Apartment Development LP,1208 13TH ST NW,,Washington DC,20032,,DC,3,Commercial,,,38.90584,-77.02965,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006022,,2003075,Yes,JPI Apartment Development,1214 13TH ST NW,,Washington DC,20016,,DC,3,Commercial,,,38.90597,-77.02965,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000648,,2003076,Yes,1220 13TH STREET,1220 13TH ST NW,,Washington DC,20005,,DC,3,Unknown,,,38.90622646,-77.03011934,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006008,,2003077,Yes,JPI Apartment Development,1212 13TH ST NW,,Washington DC,20005,,DC,3,Commercial,,,38.90593,-77.02965,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006023,,2003078,Yes,JPI Apartment Development,1210 13TH ST NW,,Washington DC,20007,,DC,3,Commercial,,,38.90588,-77.02965,Geocoded address,No further action,2003-01-03,2005-11-22,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000700,,2003079,Yes,GSA FEDERAL BUILDING,99 NEW YORK AV NE,,Washington DC,20002,,DC,3,Other,,,38.90780654,-77.00455944,Geocoded address,No further action,2003-01-26,2005-04-07,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000002,,2003080,Yes,EXXON,5215 N CAPITOL ST NE,,Washington DC,20011,,DC,3,Retail fuel sales (non-marina),,,38.95381,-77.00904,Geocoded address,No further action,2003-03-03,2004-09-28,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000101,,2003084,Yes,SID'S AUTO REPAIR SHOP,2018 12TH ST NW,,Washington DC,20009,,DC,3,Auto dealership/auto maintenance & repair,,,38.91754,-77.02811,Geocoded address,No further action,2001-08-21,2011-01-19,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000012,,2003085,Yes,WILLCO CONSTRUCTION CO INC,2001 M ST NW,,Washington DC,20036,,DC,3,Commercial,,,38.9061678,-77.04525092,Geocoded address,No further action,2003-04-10,2003-04-21,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000137,,2003086,Yes,AMOCO OIL CO - MACS SERVICE CTR,801 M ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90566,-77.02293,Geocoded address,No further action,1999-02-25,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000137,,2003087,Yes,AMOCO OIL CO - MACS SERVICE CTR,801 M ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90566,-77.02293,Geocoded address,No further action,1999-02-25,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000137,,2003088,Yes,AMOCO OIL CO - MACS SERVICE CTR,801 M ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90566,-77.02293,Geocoded address,No further action,1999-03-02,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006017,,2003089,Yes,The New Convention Center,1137 9TH ST NW,,Washington DC,20002,,DC,3,Commercial,,,38.90393,-76.99374,Geocoded address,No further action,1999-03-11,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
139,,2003090,Yes,MUZULLO VENDING INC,1234 9TH ST NW,,Washington DC,20001,,DC,3,Commercial,,,38.90664201,-77.02433978,Geocoded address,No further action,1999-03-11,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2003135,,2003091,Yes,CHARLES & BENJAMIN JAMISON,1253 9TH ST NW,,Washington DC,20001,,DC,3,Other,,,38.90707,-77.02396,Geocoded address,No further action,1999-03-04,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006024,,2003092,Yes,The New Convention Center,1015 9TH ST,,Washington DC,20009,,DC,3,Commercial,,,38.90314,-77.02391,Geocoded address,No further action,1999-03-11,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006025,,2003093,Yes,The New Convention Center,1116 9TH ST NW,,Washington DC,20017,,DC,3,Commercial,,,38.90487,-77.02399,Geocoded address,No further action,1999-04-20,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006026,,2003094,Yes,The New Convention Center,1200 7TH ST NW,,Washington DC,20019,,DC,3,Commercial,,,38.90564,-77.02193,Geocoded address,No further action,1999-04-20,2003-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2003135,,2003096,Yes,CHARLES & BENJAMIN JAMISON,1253 9TH ST NW,,Washington DC,20001,,DC,3,Other,,,38.90707,-77.02396,Geocoded address,No further action,1999-03-05,2003-03-31,Yes,Yes,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000039,,2003107,Yes,GEORGETOWN UNIV - RYAN BUILDING,REAR OF BUILDING,,Washington DC,20057,,DC,3,School,,,38.91178,-77.04359,Geocoded address,No further action,2003-05-15,2010-06-01,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1002675,,2003109,Yes,FORMER GAS STATION,2133 10TH ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.91906492,-77.0258093,Geocoded address,No further action,2003-05-19,2003-05-19,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
