FACILITYID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty,FacilityZipCode,FacilityState,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID
3005511,H-3 STABLE,Federal Government - Non Military,Other,,"5883 HORSE STABLE ROAD 
NOT A MAILING ADDRESS",,Washington DC,,20015,DC,3,,,38.9657,-77.0622,Geocoded address,DOI-NPS - ROCK CREEK PARK,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
3005513,CENTER FOR URBAN ECOLOGY,Federal Government - Non Military,Other,,"4598 MACARTHUR BV NW 
NOT A MAILING ADDRESS",,Washington DC,,20007,DC,3,,,38.90915795,-77.09039692,Geocoded address,DOI-NPS - ROCK CREEK PARK,,No,No,No,No,No,No,No,No,No,No,No,,No,
3005514,ROCK CREEK GOLF COURSE,Federal Government - Non Military,Other,,16TH & RITTENHOUSE ST NW,,Washington DC,,20011,DC,3,,,38.96542338,-77.0363845,Geocoded address,DOI-NPS - ROCK CREEK PARK,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
3000936,ROCK CREEK PK. MAINTENANCE YD,Federal Government - Non Military,Other,,"GLOVER RD & MILITARY RD NW 
5000 GLOVER RD NW",,Washington DC,,20015,DC,3,,,38.96160273,-77.05268328,Geocoded address,DOI-NPS - ROCK CREEK PARK,,Yes,No,No,No,No,No,No,Yes,No,No,No,Other Finance,No,
3005512,EDGEWATER STABLE,Federal Government - Non Military,Other,,"2400 ROCK CREEK PARKWAY NW
2400 BEACH DR NW",,Washington DC,,20010,DC,3,,,38.92053514,-77.04939374,,UNITED STATES SECRET SERVICE,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,94072.0
2000095,FT LESLEY J. MCNAIR,Military,Other,,FORT LESLEY J. MCNAIR,,Washington DC,,20319,DC,3,,,38.86695,-77.01759,Geocoded address,DIRECTOR OF ENVIRONMENTAL MGMT,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,89050.0
51,1724 K ST NW,Federal Government - Non Military,Other,,1724 K ST NW,,Washington DC,,20037,DC,3,,,38.90239,-77.04003,Geocoded address,GENERAL SERVICES ADMINISTRATION,,No,No,No,No,No,No,No,No,No,No,No,,Yes,96034.0
2000127,FEDERAL BUREAU OF PRISONS,Federal Government - Non Military,Other,,"320 1ST ST NW
ROOM 618",,Washington DC,,20534,DC,3,,,38.89432838,-77.01245903,Geocoded address,GENERAL SERVICES ADMINISTRATION,,No,No,No,No,No,No,No,No,No,No,No,,Yes,98064.0
6000001,LANGSTON GOLF COURSE,Federal Government - Non Military,Other,,2600 BENNING RD NE,,Washington DC,,20002,DC,3,,,38.89845703,-76.96990849,Geocoded address,DOI-NPS,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,91077.0
8000001,US PARK POLICE HQ,Federal Government - Non Military,Other,,"1910 ANACOSTIA DR SE
1901 ANACOSTIA DR SE",,Washington DC,,20020,DC,3,,,38.86691,-76.99441,Geocoded address,DOI-NPS,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,96058.0
8000002,ANACOSTIA PAVILLION ANNEX D-5,Federal Government - Non Military,Other,,"1900 ANACOSTIA DR SE 
ANACOSTIA PARK",,Washington DC,,20020,DC,3,,,38.87799829,-76.96991251,Geocoded address,DOI-NPS,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2001035.0
2000021,EAST POTOMAC MAINTENANCE YARD,Federal Government - Non Military,Retail fuel sales (non-marina),,1100 OHIO DR SW,,Washington DC,,20242,DC,3,,,38.87647922,-77.03363832,Geocoded address,DOI-NPS,,Yes,No,No,No,No,No,No,Yes,No,No,No,Other Finance,Yes,91040.0
1000002,MCMILLAN WTP,Federal Government - Non Military,Other,,2500 1ST ST NW,,Washington DC,,20001,DC,3,,,38.92469106,-77.01349669,Geocoded address,"US ARMY DISTRICT, BALTIMORE, WAD",,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,98012.0
2000053,NATIONAL GALLERY OF ART,Federal Government - Non Military,Other,,600 CONSTITUTION AV NW,,Washington DC,,20565,DC,3,,,38.89206,-77.02087,Geocoded address,NATIONAL GALLERY OF ART,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,92025.0
2000093,GENERAL SERVICES ADMINISTRATION,Federal Government - Non Military,Other,,1800 F ST NW,,Washington DC,,20405,DC,3,,,38.8971155,-77.04256786,,GENERAL SERVICES ADMINISTRATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
2000098,FRANCIS PERKINS BUILDING,Federal Government - Non Military,Other,,200 CONSTITUTION AV NW,,Washington DC,,20210,DC,3,,,38.89332742,-77.01439598,,GSA/U.S. DEPARTMENT OF LABOR,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
2000217,SOUTHEAST FEDERAL CENTER,Federal Government - Non Military,Other,,"2ND & M ST SE
BUILDING 216",,Washington DC,,20407,DC,3,,,38.87644,-77.00354,Geocoded address,MELVIN SCHICK,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,93095.0
9000439,SOUTHEAST FEDERAL CENTER,Federal Government - Non Military,Other,,"3RD & M STS SE
BUILDING 160",,Washington DC,,20003,DC,3,,,38.87648035,-77.00203811,Geocoded address,MELVIN SCHICK,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
2000221,WESTWOOD MANAGEMENT CORPORATION,Federal Government - Non Military,Other,,1900 HALF ST SW,,Washington DC,,20024,DC,3,,,38.8666171,-77.00992943,Geocoded address,WESTWOOD MANAGEMENT CORPORATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,95042.0
2000187,CONSUMER FINANCIAL PROTECTION BUREAU,Federal Government - Non Military,Other,,"UNITED STATE GOVERNMENT 
1700 G ST NW",,Washington DC,,20552,DC,3,,,38.89814919,-77.03982426,Geocoded address,CONSUMER FINANCIAL PROTECTION BUREAU,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2005591,COLUMBIA ISLAND MARINA,Federal Government - Non Military,Other,,GEO WASHINGTON PW SW,,Washington DC,,22202,DC,3,,,38.85011,-77.03918,Geocoded address,USDI NATIONAL PARK SERVICE,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,90049.0
2000218,SOUTHEAST FEDERAL CENTER,Federal Government - Non Military,Other,,"2ND & M ST SE 
BUILDING 135",,Washington DC,,20407,DC,3,,,38.87644,-77.00354,Geocoded address,GENERAL SERVICES ADMINISTRATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
2000415,FOB 10 A - FAA BUILDING,Federal Government - Non Military,Other,,800 INDEPENDENCE AV SW,,Washington DC,,20024,DC,3,,,38.88686461,-77.02294933,Geocoded address,GENERAL SERVICES ADMINISTRATION,KELLY HOLLAND,Yes,No,No,No,No,No,No,Yes,No,No,No,Other Finance,No,
7000001,KENILWORTH MAINTENANCE YARD,Federal Government - Non Military,Other,,3200 BENNING RD NE,,Washington DC,,20019,DC,3,,,38.90123093,-76.9568377,,NATIONAL CAPITOL PARKS-EAST,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,90055.0
3000546,GSA,Federal Government - Non Military,Other,,3801 NEBRASKA AV NW,,Washington DC,,20016,DC,3,,,38.93954423,-77.08431934,Geocoded address,GENERAL SERVICES ADMINISTRATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2013001.0
8000090,DOI & NPS - POPLAR POINT NURSERY,Federal Government - Non Military,Other,,600 HOWARD RD SE,,Washington DC,,20020,DC,3,,,38.86581,-77.00127,Geocoded address,DEPT OF INTERIOR & NAT PARK SERV,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2016017.0
9000220,JOHN F KENNEDY CENTER,Federal Government - Non Military,Other,,2700 F ST NW,,Washington DC,,20506,DC,3,,,38.89580341,-77.05568943,Geocoded address,JOHN F KENNEDY CENTER,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2003112.0
2000414,FORRESTAL BUILDING.,Federal Government - Non Military,Commercial,,1000 INDEPENDENCE AV SW,,Washington DC,,20024,DC,3,,,38.88699104,-77.02536893,Geocoded address,DEPARTMENT OF ENERGY,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000530,FEDERAL BUREAU OF INVESTIGATION (FBI),Federal Government - Non Military,Other,,935 PENNSYLVANIA AV NW,,Washington DC,,20535,DC,3,,,38.89469263,-77.02506792,Geocoded address,FEDERAL BUREAU OF INVESTIGATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000700,GSA FEDERAL BUILDING,Federal Government - Non Military,Other,,99 NEW YORK AV NE,,Washington DC,,20002,DC,3,,,38.90780654,-77.00455944,Geocoded address,GSA FEDERAL BUILDING MGR - ATF,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2003079.0
9000770,RONALD REAGAN FEDERAL BUILDING,Federal Government - Non Military,Other,,1300 PENNSYLVANIA AV NW,,Washington DC,,20004,DC,3,,,38.8949396,-77.03021187,Geocoded address,GSA BOX 244,,Yes,No,No,No,No,No,No,Yes,No,No,No,Other Finance,Yes,2009003.0
9000773,WILLIAM JEFFERSON CLINTON FOB,Federal Government - Non Military,Other,,1200 PENNSYLVANIA AV NW,,Washington DC,,20407,DC,3,,,38.89481848,-77.028946,,GENERAL SERVICE ADMINISTRATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000788,GSA - EPA EAST BUILDING,Federal Government - Non Military,Other,,1201 CONSTITUTION AV NW,,Washington DC,,20004,DC,3,,,38.89252651,-77.02883187,,GSA,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000585,WILBUR WRIGHT BLDG (FOB-10),Federal Government - Non Military,Other,,600 INDEPENDENCE AV SW,,Washington DC,,20024,DC,3,,,38.88719561,-77.02088903,,GENERAL SERVICES ADMIN.,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2003062.0
9000817,LYNDON JOHNSON BUILDING,Federal Government - Non Military,Other,,400 MARYLAND AV SW,,Washington DC,,20202,DC,3,,,38.88648476,-77.01872769,Geocoded address,GENERAL SERVICES ADMIN.,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000821,SIDNEY YATES BUILDING,Federal Government - Non Military,Other,,14TH & INDEPENDENCE,,Washington DC,,20024,DC,3,,,38.88761,-77.03188,,GENERAL SERVICES ADMINISTRATION WPS,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000826,DEPT OF STATE - INTERNATINAL CHANCERY CENTER,Federal Government - Non Military,Other,,3507 INTERNATIONAL PL NW,,Washington DC,,20008,DC,3,,,38.94194333,-77.06673883,Geocoded address,US DEPT OF STATE,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000028,JAMES CREEK MARINA,Federal Government - Non Military,Other,,200 V ST SW,,Washington DC,,20024,DC,3,,,38.86448828,-77.01463041,,NATIONAL CAPITAL PARKS  EAST,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,92093.0
1000306,HOMELAND SECURITY,Federal Government - Non Military,Other,,"1338 PARK RD NW
1336 PARK RD NW",,Washington DC,,20010,DC,3,,,38.93058249,-77.03103994,Geocoded address,HOMELAND SECURITY,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000524,EAST POTOMAC TRANSIT STORAGE FACILITY,Federal Government - Non Military,Other,,"750 BUCKEYE DR SW
1000 OHIO DR SW",,Washington DC,,20024,DC,3,,,38.87746369,-77.03226575,Geocoded address,DOI-NPS-NATIONAL MALL,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,92002.0
5000002,BRENTWOOD MAINTENANCE FACILITY,Federal Government - Non Military,Other,,515 NEW YORK AV NE,,Washington DC,,20002,DC,3,,,38.91133071,-76.99599482,Geocoded address,DOI-NPS-NATIONAL MALL,,Yes,No,No,No,No,No,No,Yes,No,No,No,Other Finance,Yes,2009001.0
2000026,US PARK POLICE,Federal Government - Non Military,Other,,960 OHIO DR SW,,Washington DC,,20242,DC,3,,,38.87520205,-77.02725931,,DOI-NPS-NATIONAL MALL,CAPTAIN  WINTERS,Yes,No,No,No,No,No,No,Yes,No,No,No,Other Finance,Yes,200135.0
2000057,EAST POTOMAC MAINTENANCE YARD,Federal Government - Non Military,Other,,1000 OHIO DR SW,,Washington DC,,20242,DC,3,,,38.88130157,-77.03213794,,DOI-NPS-NATIONAL MALL,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000868,EMBASSY FED REPUBLIC GERMANY,Federal Government - Non Military,Other,,4645 RESERVIOR RD NW,,Washington DC,,20036,DC,3,,,38.91449648,-77.0888632,Geocoded address,EMBASSY FED REPUBLIC GERMANY,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000953,FOREIGN MISSIONS CENTER,Federal Government - Non Military,Other,,"6900 GEORGIA AV NW
FORMER WRAMC BLDG 54",,Washington DC,,20307,DC,3,,,38.97658161,-77.02884996,Geocoded address,US DEPARTMENT OF STATE,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
8000662,ST ELIZABETHS HOSPITAL,Local Government,Hospital (or other medical),,2700 M L KING JR AV SE,,Washington DC,,20020,DC,3,,,38.8506843,-76.99472857,Geocoded address,DC DEPARTMENT OF MENTAL HEALTH,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2008009.0
6001348,RFK STADIUM,Local Government,Other,,2400 E CAPITOL ST SE,,Washington DC,,20003,DC,3,,,38.88979031,-76.97189541,Geocoded address,WASHINGTON CONVENTION AND SPORTS AUTHORITY,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,No,
9000372,DC NATIONAL GUARD ARMORY,Local Government,Other,,2001 E CAPITOL ST SE,,Washington DC,,20003,DC,3,,,38.88849644,-76.97551242,Geocoded address,WASHINGTON CONVENTION AND SPORTS AUTHORITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
399,VACANT LOT,Local Government,Other,,801 RHODE ISLAND AV NE,,Washington DC,,20018,DC,3,,,38.9206828,-76.99602877,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,No,No,No,No,No,No,No,No,No,No,No,,No,
1000031,FOURTEENTH & IRVING VENTURES LLC,Local Government,Other,,"3037 14TH ST NW
14TH ST PARCEL 39, 14TH & IRVING",,Washington DC,,20009,DC,3,,,38.91915,-77.03629,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,No,No,No,No,No,No,No,No,No,No,No,,Yes,97044.0
6000586,D.C. NATIONAL GUARD ARMORY.,Local Government,Other,,2001 E CAPITOL ST SE,,Washington DC,,20013,DC,3,,,38.88849644,-76.97551242,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2005057.0
5005301,DEPT OF ADMINISTRATIVE SERVICES,Local Government,Other,,1626 N CAPITOL ST NW,,Washington DC,,20002,DC,3,,,38.91201233,-77.00943073,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,No,No,No,No,No,No,No,No,No,No,No,,No,
2001207,GARAGE & PARKING LOT,Local Government,Commercial,,D ST & INDIANA AV NW,,Washington DC,,20001,DC,3,,,38.89475,-77.01619,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000158,GALE SCHOOL,Local Government,School,,65 MASSACHUSETTS AV NW,,Washington DC,,20003,DC,3,,,38.89869091,-77.01102917,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000067,FORMER DC GOVERNMENT BUILDING,Local Government,Commercial,,613 G ST NW,,Washington DC,,20001,DC,3,,,38.89829,-77.01157,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,No,No,No,No,No,No,No,No,No,No,No,,No,
5002262,BROOKLAND ELEMENTARY SCHOOL,Local Government,School,,1150 MICHIGAN AVE NE,,Washington DC,,20017,DC,3,,,38.93870987,-76.991148,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
145,AUDITORIUM SERVICE STATION,Local Government,Unknown,,2021 VIRGINIA AV NW,,Washington DC,,20006,DC,3,,,38.89539,-77.04624,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,No,No,No,No,No,No,No,No,No,No,No,,No,
6001628,DC GENERAL HOSPITAL,Local Government,Hospital (or other medical),,19TH & C ST SE,,Washington DC,,20003,DC,3,,,38.88534764,-76.97726289,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,97018.0
9000801,COMMUNITY FOR CREATIVE NON VIOLANCE,Local Government,Other,,425 2ND ST NW,,Washington DC,,20011,DC,3,,,38.94328,-77.01403,Geocoded address,DEPARTMENT OF GENERAL SERVICES,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000210,UNIV OF THE DISTRICT OF COLUMBIA,Local Government,School,,1351 NICHOLSON ST NW,,Washington DC,,20011,DC,3,,,38.96051975,-77.03159596,Geocoded address,UNIV OF THE DISTRICT OF COLUMBIA,,No,No,No,No,No,No,No,No,No,No,No,,Yes,98026.0
3002078,IONA SENIOR SERVICES,Local Government,Other,,ALBERMARLE & 42ND ST NW,,Washington DC,,20016,DC,3,,,38.94790996,-77.08204224,Geocoded address,DISTRICT OF COLUMBIA GOVERNTMENT,,No,No,No,No,No,No,No,No,No,No,No,,Yes,92070.0
5002405,DISTRICT OF COLUMBIA GOVERNTMENT,Local Government,Other,,675 TAYLOR ST NE,,Washington DC,,20017,DC,3,,,38.93767111,-76.99571155,Geocoded address,DISTRICT OF COLUMBIA GOVERNTMENT,,No,No,No,No,No,No,No,No,No,No,No,,Yes,91041.0
2000137,AMOCO OIL CO - MACS SERVICE CTR,Local Government,Retail fuel sales (non-marina),,801 M ST NW,,Washington DC,,20001,DC,3,,,38.90566,-77.02293,Geocoded address,DISTRICT OF COLUMBIA,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2003086.0
7004497,H D WOODSON SR HIGH SCHOOL,Local Government,School,,5500 EADS ST NE,,Washington DC,,20019,DC,3,,,38.89598807,-76.92167747,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,93002.0
8003602,BALLOU SR. HIGH SCHOOL,Local Government,School,,3720 4TH ST SE,,Washington DC,,20032,DC,3,,,38.84014994,-77.00134767,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,99100.0
8003616,ABRAM SIMON ELEMENTARY SCHOOL,Local Government,School,,401 MISSISSIPPI AV SE,,Washington DC,,20032,DC,3,,,38.83591003,-77.00005229,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,97015.0
1001632,MARIE REED ELEMENTARY SCHOOL,Local Government,School,,2200 CHAMPLAIN ST NW,,Washington DC,,20009,DC,3,,,38.91916731,-77.04052995,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
2004685,SHAW JUNIOR HIGH SCHOOL,Local Government,School,,925 RHODE ISLAND AV NW,,Washington DC,,20001,DC,3,,,38.91188143,-77.02526259,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,99088.0
6002891,ANACOSTIA HIGH SCHOOL,Local Government,School,,1645 16TH ST SE,,Washington DC,,20020,DC,3,,,38.86984,-76.98225,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,94076.0
5000628,ADAMS PLACE FUELING STATION,Local Government,Other,,2000 ADAMS PL NE,,Washington DC,,20018,DC,3,,,38.91894847,-76.97647762,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,99092.0
6003330,EASTERN SENIOR HIGH SCHOOL,Local Government,School,,1700 E CAPITOL ST NE,,Washington DC,,20003,DC,3,,,38.89040233,-76.97968429,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2001070.0
9000632,MCKINLEY TECHNICAL SR HIGH SCHOOL,Local Government,School,,151 T ST NE,,Washington DC,,20002,DC,3,,,38.91492701,-77.00432847,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2002016.0
1001750,CARDOZO SR. HIGH SCHOOL,Local Government,School,,1300 CLIFTON ST NW,,Washington DC,,20009,DC,3,,,38.92155,-77.02927,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
2002584,WALKER-JONES ELEMENTARY SCHOOL,Local Government,School,,100 L ST NW,,Washington DC,,20001,DC,3,,,38.90376791,-77.01302259,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,FR Not Listed,No,
7001263,BURRVILLE ELEMENTARY SCHOOL,Local Government,School,,801 DIVISION AV NE,,Washington DC,,20019,DC,3,,,38.90056543,-76.92445918,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
3005288,LAFAYETTE ELEMENTARY SCHOOL,Local Government,School,,5701 BROAD BRANCH RD NW,,Washington DC,,20016,DC,3,,,38.96662722,-77.06803712,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,99107.0
3005341,W. WILSON SR. HIGH SCHOOL,Local Government,School,,3950 CHESAPEAKE ST NW,,Washington DC,,20016,DC,3,,,38.95015639,-77.0777757,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
5003497,DUNBAR SENIOR HIGH SCHOOL,Local Government,School,,1301 NEW JERSEY AV NW,,Washington DC,,20001,DC,3,,,38.90852322,-77.01469386,Geocoded address,OFF OF PUBLIC EDUCATION FACILITIES MODERNIZATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2014002.0
2000272,DCFD ENGINE CO. #1,Local Government,Other,,2225 M ST NW,,Washington DC,,20037,DC,3,,,38.90548244,-77.04969552,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000273,DCFD ENGINE CO. #2,Local Government,Other,,500 F ST NW,,Washington DC,,20001,DC,3,,,38.89707838,-77.01952611,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2000017.0
2000274,DCFD ENGINE CO. #3,Local Government,Other,,439 NEW JERSEY AV NW,,Washington DC,,20001,DC,3,,,38.89583446,-77.01090042,Geocoded address,DC FIRE DEPARTMENT,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,91051.0
2000277,DCFD ENGINE CO. #6,Local Government,Other,,1300 NEW JERSEY AV NW,,Washington DC,,20001,DC,3,,,38.90765895,-77.01608436,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2000010.0
2000278,DCFD ENGINE CO. #7,Local Government,Other,,"1101 HALF ST SW 
1103 HALF ST SW - FLEET MGMT",,Washington DC,,20024,DC,3,,,38.87692863,-77.01122978,Geocoded address,DC FIRE DEPARTMENT,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,No,
2000284,DCFD ENGINE CO. #13,Local Government,Other,,450 6TH ST SW,,Washington DC,,20024,DC,3,,,38.88360638,-77.01939265,Geocoded address,DC FIRE DEPARTMENT,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,Yes,2001011.0
7000290,DCFD ENGINE CO. #19,Local Government,Other,,2803 PENNSYLVANIA AV SE,,Washington DC,,20020,DC,3,,,38.87222,-76.96761,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2000018.0
7000298,DCFD ENGINE CO. #27,Local Government,Other,,4201 MINNESOTA AV NE,,Washington DC,,20019,DC,3,,,38.90108432,-76.94324768,Geocoded address,DC FIRE DEPARTMENT,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,92064.0
7000301,DCFD ENGINE CO. #30,Local Government,Other,,50 49TH ST NE,,Washington DC,,20019,DC,3,,,38.89069348,-76.9334321,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2000029.0
3000299,DCFD ENGINE CO. #28,Local Government,Other,,3522 CONNECTICUT AV NW,,Washington DC,,20008,DC,3,,,38.93634476,-77.05940358,Geocoded address,DC FIRE DEPARTMENT,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
3000300,DCFD ENGINE CO. #29,Local Government,Other,,4811 MACARTHUR BV NW,,Washington DC,,20007,DC,3,,,38.91556501,-77.09352364,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,Yes,89029.0
5000281,DCFD ENGINE CO. #10,Local Government,Other,,1342 FLORIDA AV NE,,Washington DC,,20002,DC,3,,,38.90158731,-76.98669421,Geocoded address,DC FIRE DEPARTMENT,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
5000283,DCFD ENGINE CO. #12,Local Government,Other,,"2225 5TH ST, NE",,Washington DC,,20018,DC,3,,,38.91990806,-76.99914345,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000288,DCFD ENGINE CO. #17,Local Government,Other,,1227 MONROE ST NE,,Washington DC,,20017,DC,3,,,38.93232622,-76.98992821,Geocoded address,DC FIRE DEPARTMENT,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,93097.0
5000297,DCFD ENGINE CO. #26,Local Government,Other,,1340 RHODE ISLAND AV NE,,Washington DC,,20018,DC,3,,,38.92481865,-76.98676656,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,No,
1000280,DCFD ENGINE CO. #9,Local Government,Other,,1617 U ST NW,,Washington DC,,20009,DC,3,,,38.91729647,-77.03752553,Geocoded address,DC FIRE DEPARTMENT,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,93102.0
1000282,DCFD ENGINE CO. #11,Local Government,Other,,3420 14TH ST NW,,Washington DC,,20010,DC,3,,,38.93224649,-77.03306259,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,Yes,98098.0
1000292,DCFD ENGINE CO. #21,Local Government,Other,,1763 LANIER PL NW,,Washington DC,,20009,DC,3,,,38.92477115,-77.04221546,Geocoded address,DC FIRE DEPARTMENT,,No,No,No,No,No,No,No,No,No,No,No,,No,
