ï»¿OBJECTID,LUSTKEY,DERRID,PROJECTMAN,NOTIFICATI,DATECLOSE,CLOSURETYPE,DEPTHGW,GWFLOWDIR1,GWFLOWDIR2,CAPSOILTRE,CAPH2OTREA,PSTFUNDSTA,PSTFUNDPER,DEDUCTIBLE,FACILITYID,NFAFORM,MAPLABEL,BLUESTAKES,ENVCOV,RESIDUALCONTAMMAP
125,4739,MFH,[Dale Urban],3/21/2007 12:00:00 AM,9/20/2007 12:00:00 AM,Transfer - DWQ,7-8,,,0.0,0.0,,0.0,0.0,169,Internal Closeout Memo,MFH - TED'S SERVICE,No,No,No
126,91,HHX,[Pete Stewart],1/9/1992 12:00:00 AM,3/2/1992 12:00:00 AM,<blank>,12ft,,,,,,,,170,<blank>,"HHX - TIME RENTAL, SALES and SERVICE",No,No,No
127,92,JPR,[Dale Urban],7/15/1996 12:00:00 AM,12/12/2007 12:00:00 AM,< Tier 1,8,S,SE,,,,0.0,0.0,171,Tier 1 Worksheet,JPR - TOM'S SERVICE,No,No,No
130,95,IGW,Hillary Mason,4/1/1992 12:00:00 AM,9/16/1996 12:00:00 AM,<blank>,>50ft,,,,,,,,174,Tier 1 Worksheet,IGW - MEEMZ AND POPS,No,No,No
131,3404,KKV,Hillary Mason,4/3/1998 12:00:00 AM,5/11/2023 12:00:00 AM,< Tier 1,7-10 ft bgs,W,,3525.0,37000.0,,,0.0,175,Tier 1 Worksheet w/ Supp. Info,KKV - RHODES CONOCO,Yes,No,No
132,96,GWZ,[Dale Urban],6/20/1991 12:00:00 AM,7/5/2006 12:00:00 AM,< Tier 1,3-5,NW,,,,,,,176,Tier 1 Worksheet,GWZ - TRI MILLER PACKING CO.,No,No,No
133,97,JUF,Kevin Beery,10/4/1996 12:00:00 AM,6/22/2011 12:00:00 AM,< Tier 1,19,SE,,3000.0,10000.0,Eligible (100),100.0,10000.0,177,Tier 1 Worksheet w/ Supp. Info,JUF - LOGAN #27,No,No,No
134,98,JSC,Michael Pecorelli,8/30/1996 12:00:00 AM,5/28/1997 12:00:00 AM,Internal Close-out,,,,,,,0.0,0.0,179,Internal Closeout Memo,JSC - SOUTH MAIN #34,No,No,No
135,99,JKI,Michael Pecorelli,3/22/1996 12:00:00 AM,8/27/1996 12:00:00 AM,<blank>,>20ft,,,,,,0.0,10000.0,180,Tier 1 Worksheet,JKI - KWICK STOP,No,No,No
136,100,GLR,[Shelly Quick],1/7/1991 12:00:00 AM,3/8/1996 12:00:00 AM,<blank>,~2.5-3.5ft,SW,,,,,,,181,Closeout Checklist,GLR - UINTAH FREIGHTWAYS,No,No,No
137,101,FYP,[Shelly Quick],7/26/1990 12:00:00 AM,4/11/1995 12:00:00 AM,<blank>,,,,,,,,,183,<blank>,FYP - CACHE JUNCTION,No,No,No
138,102,GBP,[Shelly Quick],8/31/1990 12:00:00 AM,2/8/1996 12:00:00 AM,<blank>,~3-5ft,W,,,,,,,184,<blank>,GBP - HONEYVILLE STATION,No,No,No
139,4943,MMM,UST,4/16/2009 12:00:00 AM,5/19/2009 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,191,UST NFA,MMM - ATK DEFENSE and LAUNCH VEHICLES DIVISION NORTH FUELING,No,No,No
140,103,GVP,Hillary Mason,6/6/1991 12:00:00 AM,4/4/2002 12:00:00 AM,< Tier 1,~ 13.5ft,NE,NE,,,,,,192,Tier 1 Worksheet,GVP - ROSEBUD FIELD STATION,No,No,No
141,104,FTC,[Shelly Quick],5/17/1990 12:00:00 AM,11/5/1991 12:00:00 AM,<blank>,150ft,,,,,,,,194,<blank>,FTC - UDOT STA. #1423,No,No,No
142,105,FHK,[Dale Urban],9/11/1989 12:00:00 AM,3/19/1997 12:00:00 AM,<blank>,50ft,NW,,,,,,,195,Tier 1 Worksheet,FHK - UDOT STA. # 1431,No,No,No
143,5789,NSJ,Hillary Mason,7/30/2018 12:00:00 AM,1/25/2019 12:00:00 AM,> Tier 1,55,S,,0.0,0.0,,,0.0,195,Tier 1 Worksheet w/ Supp. Info,NSJ - UDOT STA. # 1431,No,No,No
144,106,KDW,Michael Pecorelli,7/29/1997 12:00:00 AM,11/24/2000 12:00:00 AM,< Tier 1,15' then 60',S,,,,Eligible (100),100.0,10000.0,196,Tier 1 Worksheet,KDW - UDOT STA. # 1431A PARK VALLEY,No,No,No
145,107,KEY,UST,8/19/1997 12:00:00 AM,9/4/1997 12:00:00 AM,< RCL/MCL,,,,,,,,,197,UST NFA,KEY - UDOT STA. # 1432 BOTHWELL,No,No,No
146,108,IIT,[Pete Stewart],11/16/1993 12:00:00 AM,7/17/1995 12:00:00 AM,<blank>,140-150ft,,,,,,0.0,0.0,198,<blank>,IIT - UDOT STA. # 1435,No,No,No
147,109,HQT,[Pete Stewart],7/15/1992 12:00:00 AM,1/14/1994 12:00:00 AM,<blank>,8ft,,,,,,0.0,0.0,199,<blank>,HQT - UDOT # 136,No,No,No
148,110,FHH,[Shelly Quick],9/14/1989 12:00:00 AM,2/7/1996 12:00:00 AM,<blank>,~29.5-34ft,,,,,,,,200,<blank>,FHH - UDOT STA. #136A,No,No,No
149,111,IDJ,Michael Pecorelli,6/18/1993 12:00:00 AM,12/16/1996 12:00:00 AM,<blank>,,,,,,Eligible (100),100.0,25000.0,201,Tier 1 Worksheet,IDJ - UDOT STA. # 1437 LAKETOWN,No,No,No
150,112,FHG,[Shelly Quick],9/14/1989 12:00:00 AM,5/2/1995 12:00:00 AM,<blank>,,,,,,,,,202,<blank>,FHG - UDOT STA. # 137A,No,No,No
151,113,GIU,[Pete Stewart],11/20/1990 12:00:00 AM,3/23/1992 12:00:00 AM,<blank>,12ft,S,,,,,,,203,<blank>,GIU - UDOT # 145 LOGAN SUMMIT,No,No,No
152,114,ISB,Michael Pecorelli,9/14/1994 12:00:00 AM,2/18/1997 12:00:00 AM,<blank>,,,,,,Eligible (100),100.0,10000.0,203,Tier 1 Worksheet,ISB - UDOT # 145 LOGAN SUMMIT,No,No,No
153,115,IVO,[Jim Martin],2/14/1995 12:00:00 AM,7/13/1995 12:00:00 AM,<blank>,,SW,,,,,0.0,0.0,205,<blank>,IVO - UDOT # 148 SARDINE SUMMIT,No,No,No
128,93,FET,Kevin Beery,5/31/1989 12:00:00 AM,,,~ 65 ft bgs,,,,,,,,173,null,FET - SNOWVILLE TRUCK and TRAVEL PLAZA,No,No,No
154,5055,MQA,UST,6/2/2010 12:00:00 AM,6/17/2010 12:00:00 AM,< ISL,,,,0.0,0.0,,0.0,0.0,205,UST NFA,MQA - UDOT # 148 SARDINE SUMMIT,No,No,No
155,116,GRU,[Pete Stewart],10/2/1991 12:00:00 AM,3/2/1992 12:00:00 AM,<blank>,13ft,,,,,,,,206,<blank>,GRU - USU CAINE DAIRY FARM,No,No,No
156,3519,KPL,UST,8/4/1998 12:00:00 AM,8/11/1998 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,207,UST NFA,KPL - USU BLDG 39 CPD,No,No,No
157,117,HNO,Michael Pecorelli,5/6/1992 12:00:00 AM,2/23/1999 12:00:00 AM,< Tier 1,8,W,NW,,,,0.0,0.0,211,Tier 1 Worksheet,HNO - USU BLDG 82 MOTOR POOL,No,No,No
158,118,HDV,[Pete Stewart],9/24/1991 12:00:00 AM,6/10/1992 12:00:00 AM,<blank>,150-300ft,,,,,,,,212,<blank>,HDV - USU BLDG 45 TECHNOLOGY,No,No,No
159,3571,KRE,UST,9/24/1998 12:00:00 AM,10/7/1998 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,213,UST NFA,KRE - USU BLDG 37 USAC COMMUNICATIVE DISORDERS,No,No,No
160,5542,NIT,UST,11/30/2015 12:00:00 AM,12/9/2015 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,213,UST NFA,NIT - USU BLDG 37 USAC COMMUNICATIVE DISORDERS,No,No,No
161,5678,NOC,UST,6/1/2017 12:00:00 AM,6/15/2017 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,215,UST NFA,NOC - USU BLDG 58 BNR AND 58A NR,No,No,No
162,5726,NPY,UST,12/1/2017 12:00:00 AM,12/14/2017 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,215,UST NFA,NPY - USU BLDG 58 BNR AND 58A NR,No,No,No
163,5677,NOB,UST,6/1/2017 12:00:00 AM,6/15/2017 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,216,UST NFA,NOB - USU BLDG 15 HPER,No,No,No
164,3482,KNY,Michael Pecorelli,6/30/1998 12:00:00 AM,9/28/1998 12:00:00 AM,< RCL/MCL,>8ft,W,,0.0,0.0,,0.0,0.0,216,Tier 1 Worksheet,KNY - USU BLDG 15 HPER,No,No,No
165,3531,KPP,UST,8/4/1998 12:00:00 AM,8/11/1998 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,220,UST NFA,KPP - USU BLDG 14 SPECTRUM,No,No,No
166,3557,KQT,UST,6/17/1998 12:00:00 AM,6/17/1998 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,222,UST NFA,KQT - USU BLDG 33 VET SCIENCE,No,No,No
167,3568,KRB,UST,9/29/1998 12:00:00 AM,10/2/1998 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,223,UST NFA,KRB - USU BLDG 52 FOOD SCIENCE,No,No,No
168,3481,KNZ,Michael Pecorelli,6/30/1998 12:00:00 AM,4/20/1999 12:00:00 AM,> Tier 1,>7.5ft,,,0.0,0.0,,0.0,0.0,226,Tier 2 Worksheet,KNZ - USU BLDG 56 BUSINESS,No,No,No
169,119,FQI,[Shelly Quick],4/10/1990 12:00:00 AM,10/11/1990 12:00:00 AM,<blank>,,,,,,,,,228,<blank>,FQI - UTAH POWER and LIGHT COMPANY,No,No,No
170,120,IWU,[Shelly Quick],4/7/1995 12:00:00 AM,2/8/1996 12:00:00 AM,<blank>,~5ft,NW,,,,,0.0,0.0,228,<blank>,IWU - UTAH POWER and LIGHT COMPANY,No,No,No
171,121,FQN,[Pete Stewart],4/10/1990 12:00:00 AM,10/19/1995 12:00:00 AM,<blank>,,,,,,,,,229,<blank>,FQN - UTAH POWER and LIGHT COMPANY,No,No,No
172,122,IZX,[Pete Stewart],7/5/1995 12:00:00 AM,10/27/1995 12:00:00 AM,<blank>,,,,,,,0.0,0.0,230,<blank>,IZX - UTAH POWER and LIGHT COMPANY  BEN LOMOND SUBSTATION,No,No,No
173,5246,MXC,UST,4/3/2012 12:00:00 AM,4/17/2012 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,232,UST NFA,MXC - 1st and 1st Logan,No,No,No
174,3391,KKL,[Dale Urban],3/19/1998 12:00:00 AM,8/10/1998 12:00:00 AM,< Tier 1,Unknown,,,0.0,0.0,,0.0,0.0,232,Tier 1 Worksheet,KKL - 1st and 1st Logan,No,No,No
175,4456,LVW,[Dale Urban],4/14/2004 12:00:00 AM,12/8/2008 12:00:00 AM,< Tier 1,20,,,0.0,0.0,,,0.0,232,Tier 1 Worksheet,LVW - 1st and 1st Logan,No,No,No
176,5957,NYY,UST,11/9/2020 12:00:00 AM,9/24/2021 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,232,UST NFA,NYY - 1st and 1st Logan,No,No,No
177,123,GGD,Hillary Mason,11/2/1990 12:00:00 AM,3/10/2000 12:00:00 AM,< Tier 1,~1ft - 8ft,E,SE,,,,,,233,Tier 1 Worksheet w/ Supp. Info,GGD - VULCRAFT,No,No,No
178,124,JXQ,Hillary Mason,7/10/1995 12:00:00 AM,2/26/1997 12:00:00 AM,<blank>,~4ft,E,SE,,,,,,233,Tier 1 Worksheet,JXQ - VULCRAFT,No,No,No
179,125,HLG,UST,3/19/1992 12:00:00 AM,9/1/1995 12:00:00 AM,< RCL/MCL,,,,,,,,,234,UST NFA,HLG - YEATES GAS AND WASH,No,No,No
181,127,HKH,[Pete Stewart],3/4/1992 12:00:00 AM,4/7/1992 12:00:00 AM,<blank>,15ft,,,,,,,,235,<blank>,HKH - T. DELOY ZILLES,No,No,No
182,128,GSV,[Shelly Quick],5/8/1991 12:00:00 AM,5/2/1995 12:00:00 AM,<blank>,,,,,,,,,236,<blank>,GSV - LARRY'S SERVICE,No,No,No
183,129,JJU,[Pete Stewart],3/15/1996 12:00:00 AM,4/24/1996 12:00:00 AM,<blank>,,,,,,,0.0,0.0,237,Closeout Checklist,JJU - KENT'S SERVICE,No,No,No
184,130,JYE,UST,2/21/1997 12:00:00 AM,2/21/1997 12:00:00 AM,< RCL/MCL,,,,,,,,,237,UST NFA,JYE - KENT'S SERVICE,No,No,No
185,3764,KYK,Michael Pecorelli,5/7/1999 12:00:00 AM,8/19/1999 12:00:00 AM,> Tier 1,>20ft,W,,0.0,0.0,Ineligible (0),0.0,0.0,238,Tier 1 Worksheet,KYK - LUBE AMERICA,No,No,No
186,131,FTK,Hillary Mason,5/24/1990 12:00:00 AM,1/14/1997 12:00:00 AM,<blank>,1.5-6.5ft,NE,,,,,,,239,Closeout Checklist,"FTK - DAVIS MOTORS, INC.",No,No,No
187,132,FAT,Hillary Mason,5/5/1988 12:00:00 AM,2/10/2021 12:00:00 AM,> Tier 1,5-10 feet,,,,,,,0.0,240,Tier 1 Worksheet,FAT - COUNTRY CUZZINS,No,No,No
188,5282,MYN,Eileen Brennan,8/20/2012 12:00:00 AM,9/2/2020 12:00:00 AM,< Tier 1,9 ,,,0.0,0.0,,,0.0,244,Tier 1 Worksheet w/ Supp. Info,MYN - WILSON MOTOR COMPANY,Yes,Yes,Yes
189,133,KEQ,Michael Pecorelli,8/26/1997 12:00:00 AM,2/13/1998 12:00:00 AM,< RCL,> 8ft,W,,,,,0.0,0.0,245,Tier 1 Worksheet,KEQ - TRAILSIDE GENERAL STORE BRIGHAM CITY,No,No,No
190,4958,MNA,[Melissa Turchi],6/4/2009 12:00:00 AM,4/18/2011 12:00:00 AM,Int. CO Files to UST,>10,,,0.0,0.0,,,0.0,245,UST NFA,MNA - TRAILSIDE GENERAL STORE BRIGHAM CITY,No,No,No
191,134,FMI,[Dale Urban],12/26/1989 12:00:00 AM,3/11/1997 12:00:00 AM,<blank>,12-15ft,SW,,,,,,,246,Tier 1 Worksheet,FMI - BARKER'S WHITE PINE GALLERY,No,No,No
192,4148,LJY,Kevin Beery,11/9/2001 12:00:00 AM,12/16/2008 12:00:00 AM,< Tier 1,12-,SW,,3000.0,10000.0,Eligible (100),100.0,10000.0,246,Tier 1 Worksheet w/ Supp. Info,LJY - BARKER'S WHITE PINE GALLERY,No,No,No
193,135,IDZ,[Dale Urban],7/1/1993 12:00:00 AM,8/20/2002 12:00:00 AM,< Tier 1,> 50,,,,,,,,247,Tier 1 Worksheet w/ Supp. Info,IDZ - DAVIS SERVICE,No,No,No
194,136,HGO,[Pete Stewart],12/11/1991 12:00:00 AM,3/20/1992 12:00:00 AM,<blank>,15-20,W,,,,,,,248,<blank>,HGO - ALTON D. KINGSFORD,No,No,No
195,5824,NTT,Hong-Lei Tao,12/11/2018 12:00:00 AM,4/24/2019 12:00:00 AM,< Tier 1,13,W,SW,0.0,0.0,,,0.0,250,Tier 1 Worksheet,NTT - MAVERIK # 603,No,No,No
196,137,FYF,[Shelly Quick],7/18/1990 12:00:00 AM,8/31/1994 12:00:00 AM,<blank>,,,,,,,,,251,<blank>,FYF - TREMONTON CITY CORP.,No,No,No
197,138,FQL,[Shelly Quick],4/10/1990 12:00:00 AM,10/11/1990 12:00:00 AM,<blank>,,,,,,,,,252,<blank>,FQL - UTAH POWER and LIGHT COMPANY,No,No,No
198,139,JBK,[Pete Stewart],8/10/1995 12:00:00 AM,7/16/1996 12:00:00 AM,<blank>,~12.5ft,SE,,,,,0.0,0.0,252,Tier 1 Worksheet,JBK - UTAH POWER and LIGHT COMPANY,No,No,No
199,140,IHD,[Dale Urban],1/4/1993 12:00:00 AM,7/1/1998 12:00:00 AM,> Tier 1,~30ft,,,,,,0.0,0.0,253,Tier 1 Worksheet w/ Supp. Info,IHD - RANDY'S TEXACO AND SERVICE CENTER,No,No,No
200,4595,MAI,[Dale Urban],10/20/2005 12:00:00 AM,12/23/2005 12:00:00 AM,< RCL,,,,0.0,0.0,,0.0,0.0,253,Tier 1 Worksheet,MAI - RANDY'S TEXACO AND SERVICE CENTER,No,No,No
201,141,HBT,Morgan Atkinson,8/26/1991 12:00:00 AM,8/13/2018 12:00:00 AM,Risk Assessment,13',W,SW,1615.0,,,,,254,Tier 2 w/Institutional Controls,HBT - WINDOW WELDER (OLD DELL'S TEXACO,Yes,Yes,No
202,5543,NIU,UST,12/7/2015 12:00:00 AM,4/13/2016 12:00:00 AM,< ISL,7,NW,,0.0,0.0,,,0.0,254,UST NFA,NIU - WINDOW WELDER (OLD DELL'S TEXACO,No,No,No
203,4694,MDW,Michael Pecorelli,11/8/2006 12:00:00 AM,1/26/2007 12:00:00 AM,< Tier 1,1.5,S,SW,0.0,0.0,,0.0,0.0,255,Tier 1 Worksheet,MDW - RITEWOOD EGGS,No,No,No
204,5436,NEM,[J.D. Keetley],9/11/2014 12:00:00 AM,11/4/2014 12:00:00 AM,< Tier 1,>2.5,,,0.0,0.0,,,0.0,255,Tier 1 Worksheet w/ Supp. Info,NEM - RITEWOOD EGGS,No,No,No
205,5492,NGQ,[Melissa Turchi],5/22/2015 12:00:00 AM,5/4/2016 12:00:00 AM,< Tier 1,7,,,0.0,0.0,,,0.0,256,Tier 1 Worksheet w/ Supp. Info,NGQ - EXTREME PERFORMANCE AUTO,No,No,No
206,5958,NYZ,Porter Henze,11/9/2020 12:00:00 AM,1/26/2022 12:00:00 AM,Risk Assessment,8,NW,NW,0.0,0.0,,0.0,0.0,257,Tier 1 Worksheet w/ Supp. Info,"NYZ - CHRYSLER DODGE COUNTRY USA, INC.",Yes,No,Yes
207,142,HBU,[Dale Urban],9/5/1991 12:00:00 AM,5/21/1996 12:00:00 AM,<blank>,8ft,,,,,,,,257,Tier 1 Worksheet,"HBU - CHRYSLER DODGE COUNTRY USA, INC.",No,No,No
208,143,HVU,Avery Holyoak,10/23/1992 12:00:00 AM,7/29/2019 12:00:00 AM,> Tier 1,~200ft,N,NW,45.0,,,,,261,Tier 1 Worksheet w/ Supp. Info,HVU - UTAH TEST AND TRAINING RANGE,No,No,No
209,144,JAW,[Pete Stewart],3/15/1994 12:00:00 AM,8/2/1995 12:00:00 AM,Int. CO Files to UST,~200ft,N,N,,,,,,261,<blank>,JAW - UTAH TEST AND TRAINING RANGE,No,No,No
210,145,IJN,[Pete Stewart],12/8/1993 12:00:00 AM,11/13/1995 12:00:00 AM,<blank>,~200ft,N,N,,,,,,261,<blank>,IJN - UTAH TEST AND TRAINING RANGE,No,No,No
211,146,JSS,[Dale Urban],9/6/1996 12:00:00 AM,7/1/1998 12:00:00 AM,< Tier 1,6 ft,,,,,,0.0,0.0,262,Tier 1 Worksheet,JSS - WELLSVILLE CITY,No,No,No
212,147,JBH,Morgan Atkinson,8/9/1995 12:00:00 AM,11/22/1998 12:00:00 AM,< RCL/MCL,2-4 ft,W,SW,,,Eligible (100),100.0,10000.0,271,Tier 1 Worksheet,JBH - BRIDGERLAND APPLIED TECHNOLOGY CENTER,No,No,No
213,148,HEU,[Kirsten Kelly],11/5/1991 12:00:00 AM,4/22/1996 12:00:00 AM,<blank>,~9ft,S,,,,,,,273,Tier 1 Worksheet,HEU - LA Z BOY UTAH,No,No,No
214,149,IHJ,[Pete Stewart],10/13/1993 12:00:00 AM,2/18/1994 12:00:00 AM,Int. CO Files to UST,,,,,,,,,275,<blank>,IHJ - SADDLEMAN INC. 4TH S. PLANT,No,No,No
215,150,HVS,[Kirsten Kelly],10/14/1992 12:00:00 AM,12/5/1995 12:00:00 AM,<blank>,~100ft,,,,,,,,276,<blank>,"HVS - BOX ELDER CNTY COMPLEX, UHP PUMP",No,No,No
216,151,IFJ,Michael Pecorelli,8/3/1993 12:00:00 AM,8/27/1996 12:00:00 AM,< RCL,,S,,,,,0.0,0.0,277,<blank>,IFJ - UDOT MAINT. YARD UHP PUMP,No,No,No
217,153,FEF,[Dale Urban],4/26/1989 12:00:00 AM,3/19/1997 12:00:00 AM,<blank>,>100ft,E,,,,,,,279,Tier 1 Worksheet,FEF - UDOT # 1433 RIVERSIDE,No,No,No
218,154,FNQ,[Dale Urban],2/12/1990 12:00:00 AM,3/18/1997 12:00:00 AM,<blank>,>100ft,E,,,,,,,279,Tier 1 Worksheet,FNQ - UDOT # 1433 RIVERSIDE,No,No,No
219,5966,NZH,UST,12/2/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,279,UST NFA,NZH - UDOT # 1433 RIVERSIDE,No,No,No
220,4606,MAS,Hong-Lei Tao,12/13/2005 12:00:00 AM,7/25/2006 12:00:00 AM,< RCL,,,,0.0,0.0,Eligible (100),100.0,10000.0,281,Tier 1 Worksheet,MAS - Garland Kwick Stop,No,No,No
222,155,HGZ,[Pete Stewart],12/20/1991 12:00:00 AM,9/18/1992 12:00:00 AM,<blank>,150ft,,,,,,0.0,0.0,282,<blank>,HGZ - USU BLDG 47 PHYSICAL PLANT,No,No,No
223,3550,KQI,[Dale Urban],9/18/1998 12:00:00 AM,7/25/2002 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,283,Tier 1 Worksheet w/ Supp. Info,KQI - USU BLDG 49 GROUNDS MAINTENANCE,No,No,No
224,5703,NPB,UST,9/6/2017 12:00:00 AM,9/6/2017 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,283,UST NFA,NPB - USU BLDG 49 GROUNDS MAINTENANCE,No,No,No
225,156,HKU,[Pete Stewart],3/12/1992 12:00:00 AM,10/31/1995 12:00:00 AM,<blank>,7.5ft,NW,,,,,,,284,<blank>,HKU - USU ANIMAL SCIENCE FARM STATION,No,No,No
226,3818,LAJ,Michael Pecorelli,8/25/1999 12:00:00 AM,8/28/2000 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,287,Tier 1 Worksheet,LAJ - BELL'S BRIGHAM CITY,No,No,No
227,157,HZD,[Pete Stewart],1/7/1993 12:00:00 AM,6/27/1994 12:00:00 AM,<blank>,10-25ft,,,,,,,,288,<blank>,HZD - USU RICHMOND FARM,No,No,No
228,158,HAJ,[Pete Stewart],8/15/1991 12:00:00 AM,5/14/1993 12:00:00 AM,<blank>,,,,,,,,,290,<blank>,HAJ - PIKLEVILLE COUNTRY STORE,No,No,No
229,159,FLR,[Kirsten Kelly],5/14/1990 12:00:00 AM,1/5/1996 12:00:00 AM,<blank>,>12ft,W,,,,,,,291,<blank>,FLR - CORINNE EXIT TEXACO,No,No,No
230,5761,NRH,UST,5/9/2018 12:00:00 AM,5/22/2018 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,294,UST NFA,NRH - USU BLDG 54 BIOTECHNOLOGY,No,No,No
231,160,FPB,[Shelly Quick],3/19/1990 12:00:00 AM,6/7/1990 12:00:00 AM,<blank>,,,,,,,,,296,<blank>,FPB - REEVES WAREHOUSE,No,No,No
232,3847,LBN,[Dale Urban],10/6/1999 12:00:00 AM,12/8/2003 12:00:00 AM,< Tier 1,6-8,NE,W,150.0,0.0,,0.0,0.0,296,Tier 1 Worksheet,LBN - REEVES WAREHOUSE,No,No,No
233,161,IVX,[Doug Hansen],3/6/1995 12:00:00 AM,7/25/2000 12:00:00 AM,< Tier 1,3-4ft,S,,,,Partial (1-99),50.0,25000.0,297,Tier 1 Worksheet,IVX - FLYING J HANGAR,No,No,No
234,162,IWE,[Doug Hansen],3/21/1995 12:00:00 AM,7/25/2000 12:00:00 AM,< Tier 1,3-4 ft,S,,,,Ineligible (0),0.0,0.0,297,Tier 1 Worksheet,IWE - FLYING J HANGAR,No,No,No
235,163,FBF,[Dale Urban],7/7/1988 12:00:00 AM,8/20/1998 12:00:00 AM,Int. CO Files to UST,,,,,,,0.0,0.0,299,Internal Closeout Memo,FBF - CARLSENS,No,No,No
236,5709,NPH,Lauran Ortman,10/13/2017 12:00:00 AM,11/8/2017 12:00:00 AM,< Tier 1,8,,,0.0,0.0,,,0.0,299,Tier 1 Worksheet,NPH - CARLSENS,No,No,No
237,164,GXY,[Kirsten Kelly],4/19/1991 12:00:00 AM,2/29/1996 12:00:00 AM,<blank>,~10ft,S,SE,,,,,,300,<blank>,GXY - TREMONTON SWITCH YARD,No,No,No
238,165,JGG,UST,11/13/1995 12:00:00 AM,11/20/1995 12:00:00 AM,< RCL/MCL,,,,,,,,,301,UST NFA,JGG - GARLAND SWITCH YARD,No,No,No
239,166,FQM,[Shelly Quick],4/10/1990 12:00:00 AM,5/15/1995 12:00:00 AM,<blank>,,W,,,,,,,304,<blank>,FQM - UTAH POWER and LIGHT COMPANY,No,No,No
240,167,IYJ,Michael Pecorelli,6/12/1995 12:00:00 AM,11/13/1996 12:00:00 AM,<blank>,>50FT,W,,,,,0.0,0.0,305,Tier 1 Worksheet,IYJ - PERRY CITY CORPORATION,No,No,No
241,4249,LPL,Kevin Beery,8/27/2002 12:00:00 AM,3/4/2003 12:00:00 AM,Release not confirmed,,,,0.0,0.0,,0.0,0.0,306,Internal Closeout Memo,LPL - BEAR LAKE KOA / LAKEVIEW MARKET,No,No,No
242,169,GMI,[Shelly Quick],12/21/1990 12:00:00 AM,8/19/1992 12:00:00 AM,<blank>,>50ft,,,,,,,,310,<blank>,GMI - DAVIS CHRYSLER DODGE,No,No,No
243,4540,LYJ,[Melissa Turchi],4/6/2005 12:00:00 AM,5/13/2005 12:00:00 AM,Transfer - DWQ,,,,0.0,0.0,,0.0,0.0,314,Internal Closeout Memo,LYJ - BOX ELDER COUNTY,No,No,No
244,6146,OGJ,Hillary Mason,12/9/2022 12:00:00 AM,11/8/2023 12:00:00 AM,< Tier 1,>20,,,0.0,0.0,,0.0,0.0,314,Tier 1 Worksheet,OGJ - BOX ELDER COUNTY,No,No,No
245,170,GSR,Michael Pecorelli,4/25/1991 12:00:00 AM,1/21/1998 12:00:00 AM,< Tier 1,6 ft,NW,,,,,0.0,0.0,319,Tier 1 Worksheet,GSR - LOGAN-CACHE AIRPORT,No,No,No
246,171,JYM,Hillary Mason,3/4/1997 12:00:00 AM,5/19/1997 12:00:00 AM,<blank>,">20ft, ~30ft",W,,,,,0.0,0.0,321,Tier 1 Worksheet,JYM - Sunrise Shifty Mart INC,No,No,No
247,172,GQC,Michael Pecorelli,2/28/1991 12:00:00 AM,3/15/1999 12:00:00 AM,< RCL/MCL,3.6ft,NW,,,,,0.0,0.0,327,Tier 1 Worksheet,GQC - CACHE VALLEY ELECTRIC,No,No,No
248,173,GXL,[Kirsten Kelly],6/25/1991 12:00:00 AM,6/28/1996 12:00:00 AM,<blank>,~300ft,SW,,,,,,,329,Tier 1 Worksheet,GXL - GROUSE CREEK CO-OP,No,No,No
249,3365,KJQ,[Lenora Bishop],2/19/1998 12:00:00 AM,4/2/1998 12:00:00 AM,< Tier 1,4 ft,NW,,0.0,0.0,,0.0,0.0,359,Tier 1 Worksheet,"KJQ - UTAH JET CENTER, LC",No,No,No
250,5457,NFH,[J.D. Keetley],12/3/2014 12:00:00 AM,11/18/2015 12:00:00 AM,< Tier 1,2-3,W,,0.0,0.0,Eligible (100),100.0,10000.0,359,Tier 1 Worksheet,"NFH - UTAH JET CENTER, LC",No,No,No
251,5347,NBB,[J.D. Keetley],7/2/2013 12:00:00 AM,9/26/2013 12:00:00 AM,< Tier 1, 5 - 7,W,,0.0,0.0,Eligible (100),100.0,10000.0,359,Tier 1 Worksheet w/ Supp. Info,"NBB - UTAH JET CENTER, LC",No,No,No
